stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id,level_id,stop_timezone,platform_code,wheelchair_boarding,stop_code,stop_url,stop_desc
node/10614605024,Carrefour Ecole,5.252122,-3.955971,,,,,,,,,,
node/10614605025,Port-Bouët Phare,5.250623,-3.955254,,,,,,,,,,
node/10614605026,43ème Bima,5.255789,-3.957302,,,,,,,,,,
node/10614605027,Ancien Feu,5.291803,-3.974229,,,,,,,,,,
node/10614605028,Aichi,5.293059,-3.976487,,,,,,,,,,
node/10614654297,Aichi,5.293082,-3.975854,,,,,,,,,,
node/10614654298,Univers des Meubles,5.290921,-3.971989,,,,,,,,,,
node/10614654299,Akwaba - Station Total,5.268807,-3.961693,,,,,,,,,,
node/10614800242,Aichi,5.293111,-3.976327,,,,,,,,,,
node/10614800243,ex Hôtel Vigie,5.246512,-3.941244,,,,,,,,,,
node/10614916028,Gare 504 et Mini car de Grand-bassam,5.206593,-3.734945,,,,,,,,,,
node/10614916029,Station Total,5.206863,-3.735947,,,,,,,,,,
node/10614916030,Commissariat de Police de Grand-Bassam,5.207644,-3.737699,,,,,,,,,,
node/10614916031,Wassia,5.207880,-3.738679,,,,,,,,,,
node/10614916032,Texaco,5.208263,-3.740998,,,,,,,,,,
node/10614916033,Top Bugbet,5.208681,-3.745010,,,,,,,,,,
node/10614916034,Lycee Moderne,5.209061,-3.746523,,,,,,,,,,
node/10614916035,Gendarmerie,5.209850,-3.752398,,,,,,,,,,
node/10614916036,Lavage,5.209960,-3.754886,,,,,,,,,,
node/10614916037,Carrefour Mosquée,5.210674,-3.765435,,,,,,,,,,
node/10614916038,Carrefour Château,5.211111,-3.770698,,,,,,,,,,
node/10614916039,Carrefour Goumba,5.212270,-3.780902,,,,,,,,,,
node/10614916040,Les Rosiers,5.213619,-3.787966,,,,,,,,,,
node/10614916041,Aquarium,5.218766,-3.809161,,,,,,,,,,
node/10614916042,Supérette Azur,5.223440,-3.823759,,,,,,,,,,
node/10614916043,Carrefour Chinois,5.222904,-3.837614,,,,,,,,,,
node/10614916044,Station OLA,5.225107,-3.846113,,,,,,,,,,
node/10614916045,Anani - Rond-point,5.227827,-3.854723,,,,,,,,,,
node/10614916046,Nourabel,5.230030,-3.858588,,,,,,,,,,
node/10614916047,Afriquia,5.234496,-3.869065,,,,,,,,,,
node/10614916048,Station Total Route de Bassam,5.236026,-3.875459,,,,,,,,,,
node/10615098857,Petit Paris,5.325627,-4.072135,,,,,,,,,,
node/10615098858,Carrefour Petit Toit Rouge,5.323986,-4.065403,,,,,,,,,,
node/10615098859,37 ème Arrondissement,5.310519,-4.044119,,,,,,,,,,
node/10615098860,Carrefour Petit Toit Rouge,5.323850,-4.066054,,,,,,,,,,
node/10615098861,Petit Paris,5.325403,-4.071963,,,,,,,,,,
node/10615098862,Carrefour Lycée,5.325709,-4.073166,,,,,,,,,,
node/10616595425,2eme Arrêt,5.416456,-4.016646,,,,,,,,,,
node/10649796297,Grand Carrefour de Koumassi,5.287411,-3.971579,,,,,,,,,,
node/10649796298,Solibra,5.302040,-3.994189,,,,,,,,,,
node/10649975463,Garage,5.350545,-4.063419,,,,,,,,,,
node/10649975464,Pharmacie Sainte Rita,5.355801,-4.066107,,,,,,,,,,
node/10650105062,La maison de la destinée,5.361955,-3.967750,,,,,,,,,,
node/10650105063,Siriki Konaté,5.362834,-3.968339,,,,,,,,,,
node/10650105064,Valoris,5.363747,-3.968642,,,,,,,,,,
node/10650105065,Carrefour Djédjé Mady,5.364479,-3.968873,,,,,,,,,,
node/10650105066,Avocatier,5.366857,-3.969571,,,,,,,,,,
node/10650105067,AIST,5.368302,-3.969994,,,,,,,,,,
node/10650105068,Bleu blanc,5.369807,-3.970434,,,,,,,,,,
node/10650105069,Cash Express,5.374012,-3.970352,,,,,,,,,,
node/10650105070,Rond-Point ADO,5.376013,-3.966482,,,,,,,,,,
node/10650105071,Immeuble Tamadja,5.375493,-3.968203,,,,,,,,,,
node/10650105072,Cash Express,5.373997,-3.970277,,,,,,,,,,
node/10650105073,Oscar 3,5.370361,-3.969200,,,,,,,,,,
node/10650105074,Saint Joseph,5.369317,-3.968151,,,,,,,,,,
node/10650105075,Pizza Express,5.366815,-3.967422,,,,,,,,,,
node/10650105076,Ahmed Outtara,5.365429,-3.966995,,,,,,,,,,
node/10650105077,Aboussouan,5.364552,-3.966746,,,,,,,,,,
node/10654157092,Carrefour Complexe,5.376841,-3.954877,,,,,,,,,,
node/10654157093,Kimi,5.388429,-3.955084,,,,,,,,,,
node/10654157094,Carrefour Berre,5.391576,-3.955238,,,,,,,,,,
node/10654157095,Quick Market,5.373751,-3.961609,,,,,,,,,,
node/10654157096,Fatima,5.370353,-3.961733,,,,,,,,,,
node/10654157098,Station,5.362601,-3.959329,,,,,,,,,,
node/10654221687,Lavage Professionel,5.380000,-3.996318,,,,,,,,,,
node/10654234383,Résidence Sanon,5.386437,-4.000511,,,,,,,,,,
node/10654234385,Maternelle la Providence,5.386171,-3.999964,,,,,,,,,,
node/10741073224,Collège Singa / Marché petit Toits Rouges,5.326749,-4.062828,,,,,,,,,,
node/10741073225,Carrefour CFOMIS,5.330864,-4.063903,,,,,,,,,,
node/10741112442,Auto Ecole,5.355877,-4.068745,,,,,,,,,,
node/10741112443,Police municipale de Wassakara,5.353423,-4.068746,,,,,,,,,,
node/10741112444,Hôpital de Wassakara,5.352882,-4.068284,,,,,,,,,,
node/10741112445,Carrefour Jean Baptiste de la Salle,5.348459,-4.067829,,,,,,,,,,
node/10741112446,Cité SIB,5.345937,-4.067778,,,,,,,,,,
node/10741112447,Pharmacie Chigata,5.327209,-4.060315,,,,,,,,,,
node/10741112448,Carrefour Camp militaire,5.323369,-4.062336,,,,,,,,,,
node/10741112449,Église catholique Sainte Marie Madeleine,5.320944,-4.062141,,,,,,,,,,
node/10741354106,Paris baguette,5.336286,-4.110009,,,,,,,,,,
node/10741354107,Ecole primaire la prairie,5.333968,-4.107195,,,,,,,,,,
node/10741554214,Collège Atlantique-2,5.332820,-4.105937,,,,,,,,,,
node/10741554215,Lièvre Rouge 2ème portail,5.335678,-4.109366,,,,,,,,,,
node/10741554216,Paris baguette,5.336239,-4.110045,,,,,,,,,,
node/10833697589,Carrefour Akwaba,5.313415,-4.088841,,,,,,,,,,
node/10833697590,Auto-école,5.305550,-4.084108,,,,,,,,,,
node/10833697591,Gabadrome,5.305819,-4.084523,,,,,,,,,,
node/10833697592,Monaco,5.306105,-4.084995,,,,,,,,,,
node/10833697593,Boulangerie,5.311013,-4.088147,,,,,,,,,,
node/10833697594,Carrefour Sicogi,5.311770,-4.088375,,,,,,,,,,
node/10833697595,Carrefour Calebasse,5.312866,-4.088723,,,,,,,,,,
node/10833697596,Carrefour Akwaba,5.313430,-4.088905,,,,,,,,,,
node/10833741805,Portail Caféier,5.326100,-4.105773,,,,,,,,,,
node/10833741806,Panneau,5.326620,-4.105539,,,,,,,,,,
node/10833741807,Brouette,5.329211,-4.104446,,,,,,,,,,
node/10833741809,Carrefour Boby,5.332459,-4.090841,,,,,,,,,,
node/10833741810,Pharmacie Tereza,5.336819,-4.083815,,,,,,,,,,
node/10833741811,Terminus 47,5.339587,-4.083553,,,,,,,,,,
node/10833741812,Église Evangelique,5.339584,-4.081783,,,,,,,,,,
node/10833741813,PMI,5.342060,-4.079337,,,,,,,,,,
node/10833774189,Feu du Score (Wokouboué),5.339524,-4.073633,,,,,,,,,,
node/10833774190,Pont Vagabond,5.339526,-4.079533,,,,,,,,,,
node/10833774191,Église Evangelique,5.339531,-4.081771,,,,,,,,,,
node/10833774192,Carrefour Terminus 47,5.339397,-4.083757,,,,,,,,,,
node/10833774193,Pharmacie Tereza,5.336706,-4.083704,,,,,,,,,,
node/10833774194,Poubelle,5.335434,-4.085952,,,,,,,,,,
node/10833774195,Bon Prix,5.335448,-4.089439,,,,,,,,,,
node/10833774196,Carrefour Policiers,5.334108,-4.090781,,,,,,,,,,
node/10833774197,Station Shell,5.330856,-4.090739,,,,,,,,,,
node/10833774198,Carrefour Menuiserie,5.329079,-4.090781,,,,,,,,,,
node/10833774199,Lubafrique,5.329784,-4.103976,,,,,,,,,,
node/10833774200,Brouette,5.329104,-4.104438,,,,,,,,,,
node/10833774201,Station First Petroleum,5.328166,-4.104813,,,,,,,,,,
node/10833774202,Panneau,5.326554,-4.105493,,,,,,,,,,
node/10833774203,Saint Chamel,5.325446,-4.105960,,,,,,,,,,
node/10833795516,SODEFOR,5.349020,-3.998818,,,,,,,,,,
node/10833795517,GSPM,5.341309,-4.020605,,,,,,,,,,
node/10833795518,Grand Marché Adjamé,5.348104,-4.022848,,,,,,,,,,
node/10834085049,Caisse,5.341543,-4.021738,,,,,,,,,,
node/10834116938,Collège Pierre Monty,5.353727,-3.980313,,,,,,,,,,
node/10834214738,Frat-Mat,5.344738,-4.018204,,,,,,,,,,
node/10836653666,SI béton,5.356462,-4.044887,,,,,,,,,,
node/10836653667,Garage,5.341826,-4.045870,,,,,,,,,,
node/10836653668,Pharmacie Yacine,5.333034,-4.053479,,,,,,,,,,
node/10836688908,CIE,5.326607,-4.054718,,,,,,,,,,
node/10836688909,FSUCOM toît rouge,5.331260,-4.056116,,,,,,,,,,
node/10836688910,Carrefour Policier,5.357973,-4.045276,,,,,,,,,,
node/10836688911,Au Banco,5.361549,-4.042144,,,,,,,,,,
node/10836730163,Au Banco,5.361394,-4.042175,,,,,,,,,,
node/10836754149,Pharmacie Chigata,5.327175,-4.060401,,,,,,,,,,
node/10837332170,Carrefour Mosquée,5.335877,-4.112116,,,,,,,,,,
node/10837332171,Carrefour Cité Verte,5.332305,-4.110466,,,,,,,,,,
node/10837332172,Boutique,5.328482,-4.110389,,,,,,,,,,
node/10837332173,Pharmacie de la Cité Verte,5.327732,-4.110123,,,,,,,,,,
node/10837332174,Mosquée Rahma,5.327072,-4.109875,,,,,,,,,,
node/10837332175,Boulangerie Carrefour,5.325761,-4.109646,,,,,,,,,,
node/10837332176,Fin Goudron,5.322915,-4.110870,,,,,,,,,,
node/10837332177,Fin Goudron,5.322993,-4.110919,,,,,,,,,,
node/10837332178,Carrefour Chambéry,5.323799,-4.109493,,,,,,,,,,
node/10837332179,Chambéry,5.324627,-4.109592,,,,,,,,,,
node/10837332180,Boulangerie Carrefour,5.325843,-4.109712,,,,,,,,,,
node/10837332181,Mosquée Rahma,5.327205,-4.109973,,,,,,,,,,
node/10837332182,Pharmacie de la Cité Verte,5.327750,-4.110189,,,,,,,,,,
node/10837332183,Boutique,5.328526,-4.110460,,,,,,,,,,
node/10837332184,Clinique médicale Saint Mathieu,5.331106,-4.110671,,,,,,,,,,
node/10837332185,Carrefour Sebaco,5.331655,-4.110614,,,,,,,,,,
node/10837332186,Carrefour Cité Verte,5.332337,-4.110536,,,,,,,,,,
node/10837447849,Lièvre Rouge 2ème portail,5.335697,-4.109311,,,,,,,,,,
node/10837447850,Portail Caféier,5.326050,-4.105692,,,,,,,,,,
node/10837447851,Carrefour Délice,5.320781,-4.101873,,,,,,,,,,
node/10837452826,Caistab,5.323221,-4.105530,,,,,,,,,,
node/10839438836,Adjamé Liberté,5.352672,-4.014366,,,,,,,,,,
node/10839438839,Ecole de Police,5.349920,-3.988790,,,,,,,,,,
node/10839438840,Escaliers,5.354785,-4.005805,,,,,,,,,,
node/10839438841,Adjamé Liberté,5.353421,-4.014994,,,,,,,,,,
node/10839915214,Terminus 44,5.331513,-4.111941,,,,,,,,,,
node/10839915215,Cité Sopim,5.327383,-4.095344,,,,,,,,,,
node/10839915216,Carrefour Bar Éclat,5.325560,-4.092392,,,,,,,,,,
node/10839915217,Allocodrome,5.315646,-4.091535,,,,,,,,,,
node/10839915218,Carrefour à droite,5.318516,-4.094701,,,,,,,,,,
node/10839915219,Carrefour Lièvre Rouge,5.331400,-4.103725,,,,,,,,,,
node/10839920785,District du Plateau,5.320853,-4.020507,,,,,,,,,,
node/10839920786,Police Economique,5.321513,-4.020762,,,,,,,,,,
node/10839920787,Super U,5.321015,-4.019129,,,,,,,,,,
node/10839920788,Gare Externat Saint Paul,5.324122,-4.021863,,,,,,,,,,
node/10839920789,Conseil Economique et Social,5.324155,-4.023460,,,,,,,,,,
node/10839920790,Service Technique,5.324232,-4.023886,,,,,,,,,,
node/10839920791,Pharmacie et laboratoire Boulevard Cadre,5.326144,-4.023960,,,,,,,,,,
node/10840175905,PISAM,5.336909,-4.013954,,,,,,,,,,
node/10840175906,La Corniche,5.337733,-4.010827,,,,,,,,,,
node/10840175907,Grande Chancellerie de l'Ordre National,5.328594,-4.007043,,,,,,,,,,
node/10840175908,Grande Chancellerie de l'Ordre National,5.328515,-4.007043,,,,,,,,,,
node/10840175909,Cerfam,5.334421,-4.009991,,,,,,,,,,
node/10840175910,INSP,5.339205,-4.026227,,,,,,,,,,
node/10840582163,Mairie d'Adjamé,5.342945,-4.026194,,,,,,,,,,
node/10840582164,Pharmacie du Marché,5.344526,-4.026079,,,,,,,,,,
node/10840582165,forum d'Adjamé,5.345287,-4.026019,,,,,,,,,,
node/10840582166,Centre commercial petit Dubaï,5.346747,-4.025933,,,,,,,,,,
node/10840582167,Hopital General d'Adjamé,5.349052,-4.025729,,,,,,,,,,
node/10840582168,Pharmacie du Banco,5.350241,-4.025650,,,,,,,,,,
node/10840582171,Adjamé Mosquée,5.354097,-4.026506,,,,,,,,,,
node/10840582172,Chic Shop Adjamé,5.354021,-4.025977,,,,,,,,,,
node/10840582173,Bon Prix Mosquée,5.353198,-4.025579,,,,,,,,,,
node/10840582174,Hopital General d'Adjamé,5.349073,-4.025505,,,,,,,,,,
node/10840582175,Centre commercial petit Dubaï,5.346574,-4.025651,,,,,,,,,,
node/10840582176,forum d'Adjamé,5.345116,-4.025760,,,,,,,,,,
node/10840582177,Mairie Adjamé,5.342385,-4.025970,,,,,,,,,,
node/10844094639,Adjamé Mairie-Dallas,5.341463,-4.025929,,,,,,,,,,
node/10844094640,Mission Libanaise Adjamé,5.340979,-4.023847,,,,,,,,,,
node/10844094641,Hôpital de Police Plateau,5.336036,-4.023636,,,,,,,,,,
node/10844094642,Palais de Justice du Plateau,5.330714,-4.019496,,,,,,,,,,
node/10844094643,RTI,5.325277,-4.019052,,,,,,,,,,
node/10844094644,Commissariat du 1ᵉʳ Arrondissement du Plateau,5.326147,-4.019552,,,,,,,,,,
node/10844094646,Piscine Etat,5.308476,-3.999714,,,,,,,,,,
node/10844094647,Pharmacie des Lagunes,5.307426,-3.993900,,,,,,,,,,
node/10844094648,Nouvelle Clinique Farah,5.310572,-3.986881,,,,,,,,,,
node/10844094649,Maurice,5.309897,-3.989381,,,,,,,,,,
node/10844094650,Marché Marcory,5.301411,-3.976991,,,,,,,,,,
node/10844094651,Marché Marcory,5.301403,-3.976672,,,,,,,,,,
node/10844094653,Antenne Sicogi,5.301859,-3.978245,,,,,,,,,,
node/10844094654,Pharmacie Elishana,5.302723,-3.979756,,,,,,,,,,
node/10844094655,Commissariat du 9 ème,5.306048,-3.985748,,,,,,,,,,
node/10844094656,Carrefour Konankro,5.306323,-3.986277,,,,,,,,,,
node/10844094657,Pharmacie PTT,5.308322,-3.989650,,,,,,,,,,
node/10844232128,Musée des Civilisations de Côte d’Ivoire,5.332933,-4.023826,,,,,,,,,,
node/10844232129,Cité Administrative,5.330939,-4.023872,,,,,,,,,,
node/10844232130,Pharmacie du Longchamp,5.325305,-4.022355,,,,,,,,,,
node/10844232131,Mosquée Libanaise,5.310257,-4.003503,,,,,,,,,,
node/10844232132,Centre Commercial,5.289198,-3.966393,,,,,,,,,,
node/10844232133,Sotici,5.295839,-3.954630,,,,,,,,,,
node/10844232134,Piscine Etat,5.308162,-3.999504,,,,,,,,,,
node/10844232135,Cité Administrative,5.331471,-4.023936,,,,,,,,,,
node/10844232136,Musée des Civilisations de Côte d’Ivoire,5.333632,-4.023892,,,,,,,,,,
node/10844333480,Mairie Adjamé,5.341758,-4.026126,,,,,,,,,,
node/10844333481,Pharmacie d'Adjamé-Santé,5.340459,-4.026249,,,,,,,,,,
node/10844333482,INSP,5.339114,-4.026131,,,,,,,,,,
node/10844333483,Musée des Civilisations de Côte d’Ivoire,5.333040,-4.024141,,,,,,,,,,
node/10844333484,Pigier Côte d'Ivoire,5.325289,-4.020271,,,,,,,,,,
node/10844405168,Cathédrale Saint Paul,5.332037,-4.020249,,,,,,,,,,
node/10844405169,Super U,5.320697,-4.019756,,,,,,,,,,
node/10844405170,Cité Administrative,5.331838,-4.023421,,,,,,,,,,
node/10844893052,Saint Jacques,5.356421,-4.001602,,,,,,,,,,
node/10844893053,VIPNet,5.359629,-3.999418,,,,,,,,,,
node/10844893054,Garage,5.367092,-4.000657,,,,,,,,,,
node/10844893055,Carrefour Maquis,5.367193,-4.001339,,,,,,,,,,
node/10844893056,Carrefour du Marché,5.368565,-4.001362,,,,,,,,,,
node/10844901374,CCIA,5.330939,-4.022760,,,,,,,,,,
node/10844901375,"Cours Supreme,Parquet Generale",5.329360,-4.022783,,,,,,,,,,
node/10844901376,Station Shell Plateau,5.325598,-4.022791,,,,,,,,,,
node/10844901377,Collège Moderne du Plateau,5.322057,-4.021057,,,,,,,,,,
node/10844901378,Rue des Banques,5.320068,-4.018802,,,,,,,,,,
node/10844901379,Cour d'Arbitrage,5.329526,-4.023964,,,,,,,,,,
node/10844901380,Pharmacie les Harmonies,5.330307,-4.023958,,,,,,,,,,
node/10846539650,Cour d'Arbitrage,5.329497,-4.023874,,,,,,,,,,
node/10846539651,Station Shell Plateau,5.325645,-4.023157,,,,,,,,,,
node/10846539652,Station Shell Plateau,5.325606,-4.023263,,,,,,,,,,
node/10846665597,Galerie du Parc,5.322259,-4.019567,,,,,,,,,,
node/10846665599,Mosquée Libanaise,5.318814,-4.016297,,,,,,,,,,
node/10846665600,Sociam,5.317516,-4.016406,,,,,,,,,,
node/10846665601,Gare Sud,5.315324,-4.017660,,,,,,,,,,
node/10846665602,Pharmacie du memorial,5.318828,-4.019069,,,,,,,,,,
node/10846665603,Musée des Civilisations de Côte d’Ivoire,5.333002,-4.024221,,,,,,,,,,
node/10846719266,Résidence Baie de Cocody,5.341557,-4.015477,,,,,,,,,,
node/10846719267,Nestle Cocody,5.342081,-4.014729,,,,,,,,,,
node/10846719268,Guichet Unique,5.343388,-4.012548,,,,,,,,,,
node/10846719269,Pharmacie Lycée Technique,5.344143,-4.011274,,,,,,,,,,
node/10846719270,Fondation for Freedom,5.344138,-4.006650,,,,,,,,,,
node/10846719271,Carrefour Lycée Classique,5.336031,-4.005396,,,,,,,,,,
node/10846719272,Cerfam,5.334585,-4.009715,,,,,,,,,,
node/10846719273,Cours UNESCO,5.338051,-4.021039,,,,,,,,,,
node/10846825928,Au Mouton,5.344369,-4.030736,,,,,,,,,,
node/10846825929,Centre de Santé Guyguiya,5.346414,-4.030748,,,,,,,,,,
node/10846825930,Carrefour ESF,5.346942,-4.030872,,,,,,,,,,
node/10846825931,Station Afriquia,5.350202,-4.031700,,,,,,,,,,
node/10846825932,A la Poubelle,5.351958,-4.032592,,,,,,,,,,
node/10846825933,Carrefour Mosquée,5.355188,-4.032562,,,,,,,,,,
node/10846825935,Adjamé Nouvelle Gare,5.359081,-4.028961,,,,,,,,,,
node/10846825936,Station Afriquia,5.350322,-4.031561,,,,,,,,,,
node/10846825937,Score,5.349070,-4.031156,,,,,,,,,,
node/10846825938,Carrefour Station,5.345617,-4.030532,,,,,,,,,,
node/10846825939,Au Mouton,5.344133,-4.030626,,,,,,,,,,
node/10846825940,Sous le Pont,5.342555,-4.031038,,,,,,,,,,
node/10846825941,Gare Attécoubé,5.341345,-4.031432,,,,,,,,,,
node/10846895564,Gare Mosquée,5.353991,-4.028202,,,,,,,,,,
node/10846895565,Pharmacie Château d'Eau,5.353361,-4.030279,,,,,,,,,,
node/10846895566,Centre Commercial du Château,5.353110,-4.031103,,,,,,,,,,
node/10846895567,Attécoubé Garage,5.353006,-4.032909,,,,,,,,,,
node/10846895568,Station Afriquia,5.350223,-4.032201,,,,,,,,,,
node/10846895569,Royal Palace,5.348900,-4.034418,,,,,,,,,,
node/10846895570,Carrefour la Poste,5.348377,-4.034415,,,,,,,,,,
node/10846895571,Carrefour Mairie,5.347546,-4.034443,,,,,,,,,,
node/10846895572,Carrefour Poubelle,5.343144,-4.034775,,,,,,,,,,
node/10846895573,Carrefour Mosquée,5.345805,-4.036180,,,,,,,,,,
node/10846895574,Gare Attecoube,5.345349,-4.037206,,,,,,,,,,
node/10846895575,Mosquée,5.344634,-4.036126,,,,,,,,,,
node/10846895576,Pharmacie Montana,5.345496,-4.034555,,,,,,,,,,
node/10846895577,Carrefour Mairie,5.347623,-4.034503,,,,,,,,,,
node/10846895578,Carrefour la Poste,5.348382,-4.034521,,,,,,,,,,
node/10846895579,Royal Palace,5.348898,-4.034493,,,,,,,,,,
node/10846895580,Station Afriquia,5.350229,-4.032306,,,,,,,,,,
node/10846895581,Pharmacie Château d'Eau,5.353375,-4.030384,,,,,,,,,,
node/10846895582,Au Marché,5.353963,-4.028760,,,,,,,,,,
node/10846895583,Gare Mosquée,5.354065,-4.028258,,,,,,,,,,
node/10852045719,Au Marché,5.353883,-4.028791,,,,,,,,,,
node/10852045720,Centre Commercial du Château,5.353201,-4.031075,,,,,,,,,,
node/10852475108,Pharmacie Montana,5.345501,-4.034507,,,,,,,,,,
node/10852475109,Carrefour Palais de Bidjante,5.344183,-4.034511,,,,,,,,,,
node/10852475110,Dépôt Solibra,5.344908,-4.034480,,,,,,,,,,
node/10852475111,Centre de Soins Américain Chez Bamba,5.344183,-4.036127,,,,,,,,,,
node/10852475112,Attécoubé Garage,5.353530,-4.033299,,,,,,,,,,
node/10855568860,9 Kilo,5.357677,-3.964489,,,,,,,,,,
node/10855579563,Nestle Cocody,5.337816,-4.017870,,,,,,,,,,
node/10855579564,Avenue 8,5.309400,-4.005839,,,,,,,,,,
node/10855579565,Avenue 8,5.309450,-4.005943,,,,,,,,,,
node/10855620535,Adjamé Agban Village,5.358753,-4.031568,,,,,,,,,,
node/10855620536,Sibeco / Garage,5.341345,-4.046209,,,,,,,,,,
node/10855620537,Depôt,5.351118,-4.045482,,,,,,,,,,
node/10855652619,B.A.E,5.330519,-4.056758,,,,,,,,,,
node/10855652620,Paharmacie Agban,5.358145,-4.030238,,,,,,,,,,
node/10855652622,Attécoubé Garage,5.353745,-4.033105,,,,,,,,,,
node/10855669258,Carrefour Choco,5.354788,-4.053392,,,,,,,,,,
node/10855691513,SI béton,5.356980,-4.045123,,,,,,,,,,
node/10855850054,Carrefour Jérusalem,5.316577,-4.035439,,,,,,,,,,
node/10855886533,Carrefour Policier,5.358828,-4.045375,,,,,,,,,,
node/10855886534,Complexe sportif d'Attecoubé,5.358293,-4.049168,,,,,,,,,,
node/10855886536,SANgel Yopougon,5.356614,-4.065691,,,,,,,,,,
node/10855886537,Pharmacie Mamy Adjoa,5.358549,-4.095351,,,,,,,,,,
node/10855886549,Carrefour Policier,5.358852,-4.045680,,,,,,,,,,
node/10855940190,Gare en haut,5.350366,-4.022919,,,,,,,,,,
node/10855940191,Antenne,5.357721,-3.943769,,,,,,,,,,
node/10855940192,Carrefour bambou,5.358110,-3.943140,,,,,,,,,,
node/10855940193,Carrefour Village,5.360447,-3.940325,,,,,,,,,,
node/10855940198,Gare Abatta,5.357596,-3.926604,,,,,,,,,,
node/10855940199,Gare Abatta,5.357564,-3.926662,,,,,,,,,,
node/10855940200,Pharmacie Eau Vive,5.358186,-3.926374,,,,,,,,,,
node/10855940201,Avant AB Center,5.359887,-3.928331,,,,,,,,,,
node/10855940202,Avant AB Center,5.360194,-3.928821,,,,,,,,,,
node/10855940203,Laurier 9,5.363681,-3.933136,,,,,,,,,,
node/10855940204,Carrefour Decharge,5.363416,-3.936774,,,,,,,,,,
node/10855955005,Carrefour Palmeraie,5.361082,-3.959151,,,,,,,,,,
node/10855955006,Carrefour Cocody,5.349263,-3.997007,,,,,,,,,,
node/10855955007,GSPM,5.341325,-4.019772,,,,,,,,,,
node/10855955008,Carrefour Complexe,5.348749,-4.020143,,,,,,,,,,
node/10856019040,Escalier,5.354935,-4.004236,,,,,,,,,,
node/10856019041,Riviera 2,5.353737,-3.977501,,,,,,,,,,
node/10856019042,Menuiserie,5.372228,-3.931135,,,,,,,,,,
node/10856099230,Station Corlay,5.354795,-3.960086,,,,,,,,,,
node/10856099231,École,5.346211,-3.947244,,,,,,,,,,
node/10856099232,Groupe Scolaire les scarabées,5.339118,-3.943606,,,,,,,,,,
node/10856099233,Pharmacie de la Riviera 3,5.348754,-3.953598,,,,,,,,,,
node/10856099234,Station Corlay,5.354730,-3.960127,,,,,,,,,,
node/10856127538,Garage,5.342471,-4.057143,,,,,,,,,,
node/10856127539,Pharmacie Tizra,5.329744,-4.050179,,,,,,,,,,
node/10856127540,La Référence,5.326845,-4.049931,,,,,,,,,,
node/10856127541,Carrefour Sebgé,5.326065,-4.049178,,,,,,,,,,
node/10856127542,Yopougon Kowëit,5.322322,-4.055059,,,,,,,,,,
node/10856127544,Collège Saint Augustin,5.323241,-4.056092,,,,,,,,,,
node/10856127545,La Joie,5.323412,-4.056322,,,,,,,,,,
node/10856127546,Lavage,5.323488,-4.056560,,,,,,,,,,
node/10856127547,Pharmace Carrefour Gandhi,5.323528,-4.058896,,,,,,,,,,
node/10856127548,Au Tournant,5.342755,-4.059507,,,,,,,,,,
node/10856127549,Garage Lagunaire,5.342015,-4.045890,,,,,,,,,,
node/10856127550,2eme Terrain,5.351810,-4.045603,,,,,,,,,,
node/10856201514,Station Corlay,5.363301,-4.024778,,,,,,,,,,
node/10856566917,Carrefour Marché,5.419737,-4.015331,,,,,,,,,,
node/10856566919,Adjamé Agban Village,5.358642,-4.030558,,,,,,,,,,
node/10856566920,Au tournant,5.414616,-4.014106,,,,,,,,,,
node/10856566921,Banco,5.411549,-4.015967,,,,,,,,,,
node/10856637709,Adjamé Liberté - 220 logements,5.353501,-4.016088,,,,,,,,,,
node/10856637712,Chambre du Commerce,5.320081,-4.018710,,,,,,,,,,
node/10856637713,Rue des Banques,5.320397,-4.017860,,,,,,,,,,
node/10856637714,Pyramide,5.321760,-4.018053,,,,,,,,,,
node/10856637715,Au Jardin,5.323054,-4.020372,,,,,,,,,,
node/10857026951,A la sortie,5.365936,-4.091899,,,,,,,,,,
node/10857026952,A l'étage,5.362976,-4.098422,,,,,,,,,,
node/10857026954,SGBCI,5.349549,-4.099389,,,,,,,,,,
node/10857026955,Libanais Ecole,5.348406,-4.099378,,,,,,,,,,
node/10857026956,Petroci,5.346183,-4.099797,,,,,,,,,,
node/10857026958,Eglise Saint Pierre-Marie,5.338437,-4.100396,,,,,,,,,,
node/10857026959,Pharmacie Anador,5.336371,-4.100894,,,,,,,,,,
node/10857026960,Carrefour Lièvre Rouge,5.331226,-4.103638,,,,,,,,,,
node/10857026962,Carrefour Académie,5.324433,-4.106387,,,,,,,,,,
node/10857026964,Boulangerie,5.327334,-4.093650,,,,,,,,,,
node/10857026965,Boulangerie,5.329874,-4.090842,,,,,,,,,,
node/10857026966,Eglise,5.342268,-4.089250,,,,,,,,,,
node/10857026967,Mosquée Koudous,5.347339,-4.087490,,,,,,,,,,
node/10857026968,Carrefour CHU,5.358400,-4.085377,,,,,,,,,,
node/10860881261,Carrefour petit canari,5.343981,-4.100490,,,,,,,,,,
node/10860881262,Petroci,5.346230,-4.099869,,,,,,,,,,
node/10860881263,Libanais Ecole,5.348306,-4.099472,,,,,,,,,,
node/10860881265,Oasis,5.355686,-4.099477,,,,,,,,,,
node/10861149960,Pharmacie Gesco,5.363407,-4.097794,,,,,,,,,,
node/10861149962,Cité Nawa,5.354038,-4.102925,,,,,,,,,,
