stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id,level_id,stop_timezone,platform_code,wheelchair_boarding,stop_code,stop_url,stop_desc
node/10541226942,Pharmacie Saint Ambroise,5.257402,-3.968260,,,,,,,,,,
node/10541226943,Carrefour Ecole Selmer,5.257443,-3.969800,,,,,,,,,,
node/10541226944,Pharmacie Vridi,5.258517,-3.981767,,,,,,,,,,
node/10541226945,Carrefour Ecole,5.260484,-3.982032,,,,,,,,,,
node/10541226946,Carrefour Jardin,5.261504,-3.982202,,,,,,,,,,
node/10541226947,Hôpital municipal de Vridi,5.264324,-3.984835,,,,,,,,,,
node/10541226948,Paroisse St Jean Marie Vianney,5.265705,-3.986318,,,,,,,,,,
node/10541226949,Pharmacie Vridi,5.258537,-3.981624,,,,,,,,,,
node/10541702883,Pharmacie Cité Policière,5.256904,-3.970856,,,,,,,,,,
node/10541702884,Pharmacie Vridi Village,5.255569,-3.997176,,,,,,,,,,
node/10541702885,Cité Bernadette,5.253479,-4.002257,,,,,,,,,,
node/10541702886,Terminus SOTRA Vridi Canal,5.253244,-4.004586,,,,,,,,,,
node/10541702887,Carrefour Ciprel,5.260581,-4.013350,,,,,,,,,,
node/10541792295,Carrefour Foxtrot International,5.258695,-4.011170,,,,,,,,,,
node/10541792297,CIE Vridi,5.257731,-3.985504,,,,,,,,,,
node/10541826349,Anani - Rond-point,5.236689,-3.873656,,,,,,,,,,
node/10541826352,Terminus Anani,5.236795,-3.880546,,,,,,,,,,
node/10541826353,Carrefour Motar,5.237361,-3.884300,,,,,,,,,,
node/10541826354,Carrefour Abraham,5.237724,-3.886624,,,,,,,,,,
node/10541826355,Carrefour Chien,5.238718,-3.893221,,,,,,,,,,
node/10541826356,Eglise Catholique,5.240188,-3.902856,,,,,,,,,,
node/10541826357,1er Arrêt Adjoufou,5.244557,-3.930245,,,,,,,,,,
node/10541826358,Djeddah,5.245682,-3.937259,,,,,,,,,,
node/10541826359,ex Hôtel Vigie,5.246247,-3.940722,,,,,,,,,,
node/10541826360,Terminus SOTRA Port-Bouet Phare,5.250885,-3.956206,,,,,,,,,,
node/10541826361,Medico Scolaire,5.251085,-3.956721,,,,,,,,,,
node/10541826362,Pharmacie du Phare,5.252137,-3.958890,,,,,,,,,,
node/10541826363,Marché de Nuit,5.254261,-3.963571,,,,,,,,,,
node/10541854658,Marché de Nuit,5.254347,-3.963567,,,,,,,,,,
node/10541854659,Pharmacie du Phare,5.252224,-3.958895,,,,,,,,,,
node/10541854660,Centre Professionnel,5.251780,-3.957940,,,,,,,,,,
node/10541854661,Terminus SOTRA Port-Bouet Phare,5.251040,-3.956324,,,,,,,,,,
node/10541854662,Djeddah,5.245961,-3.937754,,,,,,,,,,
node/10541854663,1er Arrêt Adjoufou,5.244697,-3.929652,,,,,,,,,,
node/10541854664,Terminus Gonzagueville,5.240081,-3.900822,,,,,,,,,,
node/10541854665,Terre rouge,5.239950,-3.899893,,,,,,,,,,
node/10541854666,Carrefour Chien,5.238905,-3.893169,,,,,,,,,,
node/10541854667,Carrefour Motar,5.237530,-3.883914,,,,,,,,,,
node/10541854668,Terminus Anani,5.236885,-3.879818,,,,,,,,,,
node/10541861363,Terrain,5.241717,-3.899654,,,,,,,,,,
node/10541861364,Carrefour Orange Money,5.251581,-3.899705,,,,,,,,,,
node/10541861365,Carrefour Etat Rouge,5.254016,-3.899757,,,,,,,,,,
node/10541861366,Pharmacie Chatelet,5.255521,-3.899776,,,,,,,,,,
node/10541861367,Carrefour Boulangerie,5.256835,-3.899795,,,,,,,,,,
node/10541861368,Maison Blanche,5.258220,-3.899857,,,,,,,,,,
node/10541861369,Carrefour CTOP,5.260304,-3.899866,,,,,,,,,,
node/10541864310,Carrefour CTOP,5.260148,-3.899778,,,,,,,,,,
node/10541864311,Maison Blanche,5.258173,-3.899740,,,,,,,,,,
node/10541864312,Carrefour Market,5.254790,-3.899645,,,,,,,,,,
node/10541864313,Boulangerie,5.252592,-3.899640,,,,,,,,,,
node/10541864314,Carrefour Lycée,5.250240,-3.899610,,,,,,,,,,
node/10541864315,Marché,5.247705,-3.899618,,,,,,,,,,
node/10541864316,Carrefour Boulangerie,5.245725,-3.899601,,,,,,,,,,
node/10541864317,Cuvette,5.243186,-3.899576,,,,,,,,,,
node/10541868397,Carrefour Superette,5.263699,-3.899514,,,,,,,,,,
node/10541868398,Groupe Scolaire Nyl's,5.264392,-3.896966,,,,,,,,,,
node/10541868399,Dépôt de Gaz,5.267557,-3.893744,,,,,,,,,,
node/10541868400,Lavage,5.268731,-3.892355,,,,,,,,,,
node/10541868401,Carrefour Oscars,5.269309,-3.891258,,,,,,,,,,
node/10541868402,Poissonerie,5.269686,-3.890563,,,,,,,,,,
node/10541868403,Ivoire Brutale,5.270376,-3.890210,,,,,,,,,,
node/10541868404,Carrefour mon Mari m'a laissé,5.274015,-3.889345,,,,,,,,,,
node/10541882097,Carrefour mon Mari m'a laissé,5.274036,-3.889218,,,,,,,,,,
node/10541882098,Ivoire Brutale,5.270353,-3.890013,,,,,,,,,,
node/10541882099,Poissonerie,5.269564,-3.890535,,,,,,,,,,
node/10541882100,Carrefour Oscars,5.269241,-3.891215,,,,,,,,,,
node/10541882101,Lavage,5.268650,-3.892304,,,,,,,,,,
node/10541882102,Dépôt de Gaz,5.267510,-3.893629,,,,,,,,,,
node/10541882103,Garage,5.265149,-3.895545,,,,,,,,,,
node/10543441381,2 Plateaux Mobil,5.368965,-3.998009,,,,,,,,,,
node/10543441383,Snedai,5.377272,-3.997998,,,,,,,,,,
node/10543528059,Panneau 30,5.359233,-3.876005,,,,,,,,,,
node/10543528061,Gare Achokoi,5.376055,-3.835094,,,,,,,,,,
node/10543528062,Marine,5.379644,-3.845549,,,,,,,,,,
node/10543528063,Marine,5.379494,-3.846136,,,,,,,,,,
node/10543528065,Dernier Poteau,5.380573,-3.854348,,,,,,,,,,
node/10543528066,Carrefour Brique,5.378595,-3.856998,,,,,,,,,,
node/10543528067,Carrefour Brique,5.378469,-3.857082,,,,,,,,,,
node/10543528068,Carrefour Achokoi,5.380844,-3.860800,,,,,,,,,,
node/10543528069,Carrefour Achokoi,5.380829,-3.860868,,,,,,,,,,
node/10543528070,Chefferie,5.380136,-3.861582,,,,,,,,,,
node/10543528071,Chefferie,5.380020,-3.861641,,,,,,,,,,
node/10543528072,Harmony 2e,5.377567,-3.864054,,,,,,,,,,
node/10543528073,Harmony 2e,5.377431,-3.864046,,,,,,,,,,
node/10543528074,Cité Harmony 1er,5.375586,-3.865801,,,,,,,,,,
node/10543528075,Panneau 50,5.370941,-3.869755,,,,,,,,,,
node/10543528076,Panneau 50,5.370755,-3.869665,,,,,,,,,,
node/10543528077,Mont Carmel,5.369457,-3.870808,,,,,,,,,,
node/10543528078,Mont Carmel,5.369235,-3.870777,,,,,,,,,,
node/10543528079,Anader 2e Portail,5.367136,-3.872422,,,,,,,,,,
node/10543528080,Anader 2e Portail,5.366931,-3.872397,,,,,,,,,,
node/10543528081,Anader 1er Portail,5.366172,-3.872958,,,,,,,,,,
node/10543528082,Anader 1er Portail,5.366057,-3.872898,,,,,,,,,,
node/10543528083,Carrefour Residence,5.362134,-3.874674,,,,,,,,,,
node/10543528084,Carrefour Residence,5.361971,-3.874657,,,,,,,,,,
node/10543528085,Panneau 30,5.359284,-3.876065,,,,,,,,,,
node/10543528086,Event Carrefour,5.358376,-3.879247,,,,,,,,,,
node/10543528087,Event Carrefour,5.358345,-3.879309,,,,,,,,,,
node/10543528089,Gare Coopec,5.358167,-3.883831,,,,,,,,,,
node/10543528090,Gare Coopec,5.358103,-3.883846,,,,,,,,,,
node/10543635698,Baside,5.346399,-3.838046,,,,,,,,,,
node/10543635699,Trésor,5.346519,-3.839249,,,,,,,,,,
node/10543635700,Trésor,5.346413,-3.839484,,,,,,,,,,
node/10543635701,Cloture Tôle,5.346627,-3.841163,,,,,,,,,,
node/10543635702,Cloture Tôle,5.346566,-3.841815,,,,,,,,,,
node/10543635703,2e Ecole,5.346805,-3.842892,,,,,,,,,,
node/10543635704,Cefal,5.347065,-3.845532,,,,,,,,,,
node/10543635705,Panneau Orange,5.347442,-3.848976,,,,,,,,,,
node/10543635706,Palais,5.347597,-3.850951,,,,,,,,,,
node/10543635707,Palais,5.347533,-3.851361,,,,,,,,,,
node/10543635708,Haute tension,5.347796,-3.852545,,,,,,,,,,
node/10543651509,Maison Blanche,5.348047,-3.854523,,,,,,,,,,
node/10543651510,A la ferme,5.348093,-3.855852,,,,,,,,,,
node/10543651511,Ital,5.348567,-3.859288,,,,,,,,,,
node/10543651512,Nouveau Goudron,5.348683,-3.860182,,,,,,,,,,
node/10543651513,Nouveau Goudron,5.348599,-3.860327,,,,,,,,,,
node/10543651514,Garbadrome,5.348870,-3.861511,,,,,,,,,,
node/10543651515,Garbadrome,5.348742,-3.861421,,,,,,,,,,
node/10543651516,Carrefour Caolais,5.349101,-3.863563,,,,,,,,,,
node/10543651517,Carrefour Caolais,5.349023,-3.863632,,,,,,,,,,
node/10543651518,Carrefour Gravier,5.349331,-3.866556,,,,,,,,,,
node/10543651519,Carrefour Gravier,5.349168,-3.866789,,,,,,,,,,
node/10543651520,Carrefour KS,5.349088,-3.868500,,,,,,,,,,
node/10543651521,Carrefour KS,5.348910,-3.868751,,,,,,,,,,
node/10543651522,Carrefour Garage,5.350740,-3.870067,,,,,,,,,,
node/10543651523,Carrefour Garage,5.350730,-3.870341,,,,,,,,,,
node/10543651524,Pharmacie St André - Marché,5.351152,-3.872348,,,,,,,,,,
node/10543651525,Carrefour Sococé,5.351713,-3.874422,,,,,,,,,,
node/10543651526,Carrefour Sococé,5.351630,-3.874431,,,,,,,,,,
node/10543762846,Lavage,5.355771,-3.876915,,,,,,,,,,
node/10543762847,Carrefour 2 Poteaux,5.368009,-3.871813,,,,,,,,,,
node/10543762848,Carrefour Moayé,5.370257,-3.870232,,,,,,,,,,
node/10543762849,Carrefour Haute Tension,5.373916,-3.867448,,,,,,,,,,
node/10543762850,Carrefour Achokoi,5.380987,-3.860823,,,,,,,,,,
node/10543762851,Gare Adjin,5.394028,-3.854700,,,,,,,,,,
node/10543762854,Dernier Poteau,5.384536,-3.857542,,,,,,,,,,
node/10543762855,Dernier Poteau,5.384274,-3.857414,,,,,,,,,,
node/10543762856,Carrefour Panneau Virage,5.382744,-3.858873,,,,,,,,,,
node/10543762857,Carrefour Conteneur Bleu,5.378931,-3.862616,,,,,,,,,,
node/10543762858,Carrefour Haute Tension,5.373709,-3.867491,,,,,,,,,,
node/10543762859,Carrefour Addoha,5.371817,-3.869058,,,,,,,,,,
node/10543762860,Carrefour Addoha,5.371608,-3.869060,,,,,,,,,,
node/10543762861,Carrefour 2 Poteaux,5.367897,-3.871731,,,,,,,,,,
node/10543762863,Gare Coopec,5.358067,-3.883577,,,,,,,,,,
node/10543762864,Gare Coopec,5.358135,-3.883576,,,,,,,,,,
node/10544177778,Brégbo,5.305392,-3.826513,,,,,,,,,,
node/10544177779,Brégbo,5.305261,-3.826611,,,,,,,,,,
node/10544177780,Carrefour Ferme,5.313400,-3.832282,,,,,,,,,,
node/10544177781,Carrefour Ferme,5.313704,-3.832444,,,,,,,,,,
node/10544177783,Côte D'ivoire Energie,5.322151,-3.830013,,,,,,,,,,
node/10544177784,Côte D'ivoire Energie,5.322177,-3.830463,,,,,,,,,,
node/10544177785,Carrefour Avocatier,5.322912,-3.831554,,,,,,,,,,
node/10544177786,Carrefour Avocatier,5.322796,-3.831749,,,,,,,,,,
node/10544177787,Carrefour Doppel,5.324406,-3.835367,,,,,,,,,,
node/10544177788,Carrefour Doppel,5.324400,-3.835602,,,,,,,,,,
node/10544177789,Carrefour Orange Money,5.325466,-3.838126,,,,,,,,,,
node/10544177790,Carrefour Orange Money,5.325410,-3.838152,,,,,,,,,,
node/10544177791,Ecole,5.326229,-3.839805,,,,,,,,,,
node/10544177792,Ecole,5.326060,-3.839827,,,,,,,,,,
node/10544177793,Carrefour Germain,5.327833,-3.841852,,,,,,,,,,
node/10544177794,Carrefour Germain,5.327881,-3.842252,,,,,,,,,,
node/10548470108,Pont de Sans fil,5.305194,-3.963991,,,,,,,,,,
node/10548476277,Terminus Premoto,5.269902,-4.005209,,,,,,,,,,
node/10548528709,Carrefour Saint François d'Assise,5.297565,-3.960514,,,,,,,,,,
node/10548528710,Carrefour Saint François d'Assise,5.297615,-3.960625,,,,,,,,,,
node/10548528711,Paroisse Saint François,5.300375,-3.961274,,,,,,,,,,
node/10548528712,Carrefour Entente,5.301492,-3.961537,,,,,,,,,,
node/10548528713,Pharmacie In Challah,5.301206,-3.963230,,,,,,,,,,
node/10548528714,Carrefour Boulangerie,5.303596,-3.963873,,,,,,,,,,
node/10548528715,Pont de Sans fil,5.306312,-3.964089,,,,,,,,,,
node/10548540814,Carrefour Ecole,5.289546,-3.964056,,,,,,,,,,
node/10548540815,Carrefour St Etienne,5.292182,-3.962899,,,,,,,,,,
node/10548540816,Pharmacie In Challah,5.301265,-3.963328,,,,,,,,,,
node/10548555747,Grand Marché de Koumassi,5.292882,-3.961186,,,,,,,,,,
node/10548555748,Carrefour St Etienne,5.292262,-3.962838,,,,,,,,,,
node/10548616016,Abattoir,5.259699,-3.968908,,,,,,,,,,
node/10548616018,Hôpital General,5.263003,-3.963548,,,,,,,,,,
node/10548616019,Carrefour Galilée,5.282805,-3.967709,,,,,,,,,,
node/10548616020,Carrefour les Lagunes,5.282969,-3.967073,,,,,,,,,,
node/10548616021,Groupe Scolaire Pépinière,5.284894,-3.964218,,,,,,,,,,
node/10548627919,Carrefour Total,5.283791,-3.963864,,,,,,,,,,
node/10548627920,Camp Commando de Koumassi,5.283168,-3.965780,,,,,,,,,,
node/10548627921,Carrefour Galilée,5.282706,-3.967711,,,,,,,,,,
node/10548627922,Akwaba - Rond-Point,5.267393,-3.961959,,,,,,,,,,
node/10548627923,Hôpital General,5.262843,-3.963400,,,,,,,,,,
node/10548627924,Abattoir,5.259086,-3.969733,,,,,,,,,,
node/10548640132,Carrefour IFEF,5.260294,-3.963201,,,,,,,,,,
node/10548640133,Centre Pilote Des Jeunes de Port-Bouët,5.260658,-3.964034,,,,,,,,,,
node/10548640134,Camp Commando de Koumassi,5.283280,-3.965802,,,,,,,,,,
node/10548640135,Carrefour Total,5.283821,-3.963972,,,,,,,,,,
node/10548664715,Akwaba - Rond-Point,5.266670,-3.960799,,,,,,,,,,
node/10548664716,Lycée Moderne de Port-Bouët,5.256042,-3.957815,,,,,,,,,,
node/10548664717,Carrefour Océan,5.256837,-3.961550,,,,,,,,,,
node/10548664718,Marché Port-Bouët,5.257216,-3.963245,,,,,,,,,,
node/10548664719,Terminus Marché de Port-Bouët,5.256876,-3.964730,,,,,,,,,,
node/10550585181,Carrefour Sito,5.285459,-3.955212,,,,,,,,,,
node/10550585182,Au caniveau,5.285034,-3.957033,,,,,,,,,,
node/10550585183,Rois des Bois,5.284820,-3.957920,,,,,,,,,,
node/10550585184,Carrefour Pharmacie Bethanie,5.284522,-3.958988,,,,,,,,,,
node/10550585185,Lavge,5.284092,-3.960922,,,,,,,,,,
node/10550585186,Ancienne Gare,5.283784,-3.962637,,,,,,,,,,
node/10550585187,St Georges,5.283680,-3.963324,,,,,,,,,,
node/10550585188,Carrefour Sito,5.285546,-3.955151,,,,,,,,,,
node/10550585189,Marché de la Gare,5.286242,-3.951811,,,,,,,,,,
node/10550606393,Centre de Perfectionnement aux Métiers du Batiment,5.286580,-3.952427,,,,,,,,,,
node/10550606394,Marché de Bois,5.288220,-3.952986,,,,,,,,,,
node/10550606395,Cimétière de Koumassi,5.292581,-3.955388,,,,,,,,,,
node/10550630141,Marché de Bois,5.288116,-3.952804,,,,,,,,,,
node/10550630142,Carrefour SOS,5.294192,-3.954241,,,,,,,,,,
node/10550630143,Carrefour SOS,5.294395,-3.954184,,,,,,,,,,
node/10550644417,Gare CIE,5.282597,-3.968137,,,,,,,,,,
node/10550644419,Lavge,5.284151,-3.961009,,,,,,,,,,
node/10550644420,Carrefour Pharmacie Saint Lucien,5.285867,-3.953854,,,,,,,,,,
node/10550652415,Marché de la Gare,5.286175,-3.951799,,,,,,,,,,
node/10550652416,Carrefour Pharmacie Saint Lucien,5.285796,-3.953823,,,,,,,,,,
node/10550652417,Lavge,5.282530,-3.968107,,,,,,,,,,
node/10550722912,Carrefour Djédjé,5.350461,-3.882329,,,,,,,,,,
node/10550722913,Pharmacie Gbagba,5.348633,-3.884989,,,,,,,,,,
node/10550722914,Ecole Placali,5.340300,-3.884692,,,,,,,,,,
node/10550722915,Carrefour Cyril,5.338924,-3.884676,,,,,,,,,,
node/10550722916,Carrefour Evangelico,5.338491,-3.884075,,,,,,,,,,
node/10550722917,Carrefour Gaz,5.336525,-3.885015,,,,,,,,,,
node/10550722918,Carrefour Ecole,5.335703,-3.885724,,,,,,,,,,
node/10550722919,Jumeaux,5.334519,-3.886849,,,,,,,,,,
node/10550722920,Immeuble,5.333644,-3.887918,,,,,,,,,,
node/10550722921,Carrefour Céleste,5.333254,-3.888618,,,,,,,,,,
node/10550722922,Carrefour Gaz,5.336608,-3.885089,,,,,,,,,,
node/10550722923,Carrefour Evangelico,5.338470,-3.884230,,,,,,,,,,
node/10550722924,Carrefour Cyril,5.338931,-3.884775,,,,,,,,,,
node/10550722925,Ecole Placali,5.340435,-3.884795,,,,,,,,,,
node/10550722926,Carrefour Djédjé,5.350935,-3.882056,,,,,,,,,,
node/10554624554,Carrefour Anan,5.340425,-3.858411,,,,,,,,,,
node/10554624555,Gare Sodepalme,5.316371,-3.800929,,,,,,,,,,
node/10554624556,Gare Sodepalme,5.316222,-3.800813,,,,,,,,,,
node/10554624558,Koffikro / Carrefour Bananier,5.320279,-3.823517,,,,,,,,,,
node/10554624559,Koffikro / Carrefour Bananier,5.320202,-3.823747,,,,,,,,,,
node/10554624560,Carrefour N'zikan 1er,5.320671,-3.826272,,,,,,,,,,
node/10554624561,Carrefour N'zikan 1er,5.320612,-3.826442,,,,,,,,,,
node/10554624562,Carrefour Impôt,5.339438,-3.856873,,,,,,,,,,
node/10554624563,Carrefour Impôt,5.339445,-3.857240,,,,,,,,,,
node/10554781082,Clinique Bamba,5.420261,-4.008497,,,,,,,,,,
node/10554781083,Grand Stop/ Pharmacie Nour,5.421142,-4.010127,,,,,,,,,,
node/10554781084,Grande Mosquée Inachevée,5.422431,-4.012546,,,,,,,,,,
node/10554781085,Lycée Moderne,5.427243,-4.014516,,,,,,,,,,
node/10554781086,Ancien Garage,5.431786,-4.025363,,,,,,,,,,
node/10554781087,Ecole Djessou,5.448907,-4.051479,,,,,,,,,,
node/10554781088,Boulangerie/ Délice de france,5.445324,-4.049576,,,,,,,,,,
node/10554781089,Poubelle,5.446008,-4.049972,,,,,,,,,,
node/10554781090,Poubelle,5.445955,-4.049727,,,,,,,,,,
node/10554781091,Agripac Après la Feu,5.444624,-4.048965,,,,,,,,,,
node/10554781092,Glacier,5.442958,-4.047998,,,,,,,,,,
node/10554781093,Poubelle,5.437889,-4.037230,,,,,,,,,,
node/10554781094,Poubelle,5.438058,-4.036986,,,,,,,,,,
node/10554781095,Ecole Konaté Freinet,5.427313,-4.016478,,,,,,,,,,
node/10554781096,Lycée Moderne,5.427284,-4.014422,,,,,,,,,,
node/10554781097,Grande Mosquée Inachevée,5.422439,-4.012382,,,,,,,,,,
node/10554781098,Samaké,5.415471,-4.006124,,,,,,,,,,
node/10554856195,Carrefour SOS,5.427263,-4.018099,,,,,,,,,,
node/10554856196,Paris Baguette,5.443365,-4.068424,,,,,,,,,,
node/10554856198,Gare N'dotré,5.443302,-4.069823,,,,,,,,,,
node/10554856199,Carrefour N'dotré,5.443606,-4.069670,,,,,,,,,,
node/10554856200,Carrefour Kobakro,5.445133,-4.070068,,,,,,,,,,
node/10554856201,Boulangerie,5.448263,-4.067678,,,,,,,,,,
node/10554856202,Taxi Gare après pont,5.443913,-4.053143,,,,,,,,,,
node/10554856203,Carrefour SOS,5.427331,-4.018210,,,,,,,,,,
node/10554856204,Grand Stop/ Pharmacie Nour,5.421234,-4.010131,,,,,,,,,,
node/10554856205,Clinique Bamba,5.420332,-4.008447,,,,,,,,,,
node/10554856206,Samaké,5.415567,-4.006299,,,,,,,,,,
node/10555130993,Cité Sogefiha,5.341651,-4.003384,,,,,,,,,,
node/10555130994,Carrefour la Vie,5.348076,-4.002614,,,,,,,,,,
node/10555130995,CIE Cocody St-Jean,5.338508,-4.003590,,,,,,,,,,
node/10555130996,Carrefour Chancellerie,5.329200,-4.004659,,,,,,,,,,
node/10555130997,Carrefour Blockauss,5.327488,-4.001420,,,,,,,,,,
node/10555130998,ITC,5.327718,-4.002272,,,,,,,,,,
node/10555136194,Gagnoa Gare,5.427414,-4.021599,,,,,,,,,,
node/10555136195,Garage Sylla,5.459252,-4.054255,,,,,,,,,,
node/10555136196,Garage Sylla,5.458808,-4.054135,,,,,,,,,,
node/10555136197,Koffi Jean,5.455430,-4.054598,,,,,,,,,,
node/10555136198,Bascule,5.454288,-4.054751,,,,,,,,,,
node/10555136199,Bascule,5.453970,-4.054645,,,,,,,,,,
node/10555136200,Bougouni,5.452707,-4.054696,,,,,,,,,,
node/10555136201,Bougouni,5.452526,-4.054429,,,,,,,,,,
node/10555172683,Pharmacie Providence,5.348280,-4.016982,,,,,,,,,,
node/10555172684,Boulangerie / Depôt,5.346283,-4.021355,,,,,,,,,,
node/10555172685,Boulangerie / Depôt,5.346333,-4.021437,,,,,,,,,,
node/10555172686,Carrefour Californie,5.346794,-4.021193,,,,,,,,,,
node/10555172687,Carrefour Californie,5.346839,-4.021282,,,,,,,,,,
node/10555172688,Carrefour Banfora,5.347365,-4.021023,,,,,,,,,,
node/10555172689,Carrefour Banfora,5.347548,-4.021095,,,,,,,,,,
node/10555172690,Carrefour Complexe,5.348807,-4.020572,,,,,,,,,,
node/10555172691,Carrefour Complexe,5.348824,-4.020630,,,,,,,,,,
node/10555172692,Maternité Thérese,5.348107,-4.018285,,,,,,,,,,
node/10555172693,Au Tournant,5.347986,-4.017360,,,,,,,,,,
node/10555172694,Boulangerie Opera,5.348928,-4.016998,,,,,,,,,,
node/10555172695,Carrefour de La Poste,5.349381,-4.017014,,,,,,,,,,
node/10555172696,Shell,5.352035,-4.016972,,,,,,,,,,
node/10555172697,Shell,5.352370,-4.017055,,,,,,,,,,
node/10556361880,Marché Bellville,5.305808,-3.998042,,,,,,,,,,
node/10556361881,Arret Belleville,5.305434,-3.999148,,,,,,,,,,
node/10556361882,Carrefour Entente,5.304648,-4.001388,,,,,,,,,,
node/10556361883,Eglise Notre-Dame de la Paix,5.303988,-4.003239,,,,,,,,,,
node/10556361884,Avenue 16,5.305043,-4.007288,,,,,,,,,,
node/10556361885,Arret Texaco,5.308364,-4.008853,,,,,,,,,,
node/10556361886,Station Corlay,5.308058,-4.009682,,,,,,,,,,
node/10556361887,Pharmacie du Grand Marché / Rond-point Treichville,5.307293,-4.011812,,,,,,,,,,
node/10556361888,Marché de Treichville,5.309609,-4.013223,,,,,,,,,,
node/10556365490,Marché de Treichville,5.309641,-4.013157,,,,,,,,,,
node/10556365491,Pharmacie Roy,5.308442,-4.012735,,,,,,,,,,
node/10556365492,Foire de Chine,5.307747,-4.012488,,,,,,,,,,
node/10556365493,Pharmacie du Grand Marché / Rond-point Treichville,5.307233,-4.011865,,,,,,,,,,
node/10556365494,Avenue 11 Rue 12 / Pharmacie Rue 12,5.305955,-4.011860,,,,,,,,,,
node/10556365495,Avenue 14 Rue 12,5.303791,-4.011083,,,,,,,,,,
node/10556365496,Tyson,5.303826,-4.010864,,,,,,,,,,
node/10556365497,Pharmacie Alpha 16,5.304483,-4.009060,,,,,,,,,,
node/10556365498,Carrefour St Jean Bosco,5.305944,-4.004571,,,,,,,,,,
node/10556365499,Pharmacie Notre-Dame,5.303929,-4.003901,,,,,,,,,,
node/10556365500,Eglise Notre-Dame de la Paix,5.304116,-4.003055,,,,,,,,,,
node/10556365501,Carrefour Entente,5.304748,-4.001297,,,,,,,,,,
node/10556365502,Arret Belleville,5.305491,-3.999176,,,,,,,,,,
node/10556365503,Marché Bellville,5.305870,-3.998069,,,,,,,,,,
node/10556394811,Palais des Sports,5.298477,-4.005154,,,,,,,,,,
node/10556394812,Marché Samsung,5.299590,-4.007427,,,,,,,,,,
node/10556394813,Carrefour Cacomiaf,5.301089,-4.010221,,,,,,,,,,
node/10556394814,Siège Coris Bank,5.303242,-4.014045,,,,,,,,,,
node/10556394815,Carrefour CTOP Zone 2,5.303579,-4.016141,,,,,,,,,,
node/10556394816,En bas du pont,5.308535,-4.018731,,,,,,,,,,
node/10556394817,Station OLA,5.309301,-4.016356,,,,,,,,,,
node/10556394818,Terminus Marché Treichville,5.309780,-4.014753,,,,,,,,,,
node/10556394819,FIF,5.309471,-4.015625,,,,,,,,,,
node/10556394820,Mairie de Treichville,5.310458,-4.013029,,,,,,,,,,
node/10556394821,Mairie de Treichville,5.310406,-4.013002,,,,,,,,,,
node/10556394822,Station OLA,5.309031,-4.016336,,,,,,,,,,
node/10556394823,Carrefour Flamboyant,5.307743,-4.015897,,,,,,,,,,
node/10556394824,Commissariat du 2ᵉ Arrondissement de Treichville,5.305804,-4.015204,,,,,,,,,,
node/10556394825,Pharmacie Sainte-Jeanne,5.304011,-4.014545,,,,,,,,,,
node/10556394826,Carrefour Cacomiaf,5.301251,-4.010088,,,,,,,,,,
node/10556394827,Kabalane,5.300467,-4.008661,,,,,,,,,,
node/10556394828,Palais des Sports,5.298603,-4.004949,,,,,,,,,,
node/10556409603,Carrefour des Banques,5.308389,-3.991103,,,,,,,,,,
node/10556409604,Arrêt Lamartine,5.307973,-3.989127,,,,,,,,,,
node/10556409605,Banque Populaire,5.307054,-3.987479,,,,,,,,,,
node/10556409606,Carrefour Konankro,5.306368,-3.986206,,,,,,,,,,
node/10556409607,Eglise Sainte Therèse,5.303699,-3.987185,,,,,,,,,,
node/10556418950,Eglise Sainte Therèse,5.303760,-3.987290,,,,,,,,,,
node/10556418951,Pharmacie TSF,5.306840,-3.985555,,,,,,,,,,
node/10556418952,Station Shell Marcory,5.308104,-3.984812,,,,,,,,,,
node/10556418953,Carrefour Plein,5.308832,-3.984449,,,,,,,,,,
node/10556418954,Pharmacie Bethesda,5.309762,-3.985511,,,,,,,,,,
node/10556418955,Nouvelle Clinique Farah,5.310557,-3.986970,,,,,,,,,,
node/10556418956,Maurice,5.309792,-3.989250,,,,,,,,,,
node/10556418957,Carrefour des Banques,5.308235,-3.991088,,,,,,,,,,
node/10556418958,Pharmacie des Lagunes,5.307085,-3.994346,,,,,,,,,,
node/10556449445,Pharmacie la Grace,5.304555,-4.011355,,,,,,,,,,
node/10556449446,Avenue 18 Rue 12,5.302448,-4.010605,,,,,,,,,,
node/10556449447,Station Total,5.301639,-4.010170,,,,,,,,,,
node/10556449448,Avenue 18 Rue 13,5.302993,-4.010391,,,,,,,,,,
node/10556449449,Avenue 15 Rue 13,5.304283,-4.010833,,,,,,,,,,
node/10556449450,Avenue 11 Rue 13,5.306145,-4.011500,,,,,,,,,,
node/10556449451,Foire de Chine,5.307722,-4.012582,,,,,,,,,,
node/10556747533,Kabalane,5.300202,-4.008586,,,,,,,,,,
node/10556747534,Pharmacie Sainte-Jeanne,5.303971,-4.014628,,,,,,,,,,
node/10556747535,Commissariat du 2ᵉ Arrondissement de Treichville,5.305803,-4.015287,,,,,,,,,,
node/10556747536,District Sanitaire Trechville/Marcory,5.306395,-4.015491,,,,,,,,,,
node/10556747538,Hôpital General,5.308169,-4.017208,,,,,,,,,,
node/10556747539,Carrefour Ecole,5.307376,-4.017023,,,,,,,,,,
node/10556747540,Château,5.304916,-4.016035,,,,,,,,,,
