trip_id,start_time,end_time,headway_secs,exact_times
81,05:00:00,22:00:00,3600,0
810,05:00:00,22:00:00,900,0
811,05:00:00,22:00:00,900,0
812,05:00:00,22:00:00,900,0
813,05:00:00,22:00:00,900,0
814,05:00:00,22:00:00,600,0
815,05:00:00,22:00:00,600,0
816,05:00:00,22:00:00,900,0
817,05:00:00,22:00:00,900,0
818,05:00:00,22:00:00,1200,0
819,05:00:00,22:00:00,1200,0
82,05:00:00,22:00:00,3600,0
820,05:00:00,22:00:00,600,0
821,05:00:00,22:00:00,600,0
822,05:00:00,22:00:00,1847,0
823,05:00:00,22:00:00,1847,0
824,05:00:00,22:00:00,1800,0
825,05:00:00,22:00:00,1800,0
826,05:00:00,22:00:00,3540,0
827,05:00:00,22:00:00,3540,0
828,05:00:00,22:00:00,600,0
829,05:00:00,22:00:00,600,0
83,05:00:00,22:00:00,3600,0
830,05:00:00,22:00:00,300,0
831,05:00:00,22:00:00,300,0
832,05:00:00,22:00:00,600,0
833,05:00:00,22:00:00,600,0
834,05:00:00,22:00:00,1200,0
835,05:00:00,22:00:00,1200,0
836,05:00:00,22:00:00,1800,0
837,05:00:00,22:00:00,1800,0
838,05:00:00,22:00:00,1800,0
839,05:00:00,22:00:00,1800,0
84,05:00:00,22:00:00,780,0
840,05:00:00,22:00:00,1200,0
841,05:00:00,22:00:00,1200,0
842,05:00:00,22:00:00,1200,0
843,05:00:00,22:00:00,1200,0
844,05:00:00,22:00:00,1200,0
845,05:00:00,22:00:00,1200,0
846,05:00:00,22:00:00,3600,0
847,05:00:00,22:00:00,3600,0
848,05:00:00,22:00:00,3600,0
849,05:00:00,22:00:00,3600,0
85,05:00:00,22:00:00,780,0
850,05:00:00,22:00:00,1200,0
851,05:00:00,22:00:00,1200,0
852,05:00:00,22:00:00,1800,0
853,05:00:00,22:00:00,1800,0
854,05:00:00,22:00:00,1500,0
855,05:00:00,22:00:00,1500,0
856,05:00:00,22:00:00,900,0
857,05:00:00,22:00:00,900,0
858,05:00:00,22:00:00,600,0
859,05:00:00,22:00:00,600,0
86,05:00:00,22:00:00,600,0
860,05:00:00,22:00:00,600,0
861,05:00:00,22:00:00,600,0
862,05:00:00,22:00:00,600,0
863,05:00:00,22:00:00,600,0
864,05:00:00,22:00:00,300,0
865,05:00:00,22:00:00,300,0
866,05:00:00,22:00:00,1500,0
867,05:00:00,22:00:00,1500,0
868,05:00:00,22:00:00,600,0
869,05:00:00,22:00:00,600,0
87,05:00:00,22:00:00,600,0
870,05:00:00,22:00:00,900,0
871,05:00:00,22:00:00,900,0
872,05:00:00,22:00:00,600,0
873,05:00:00,22:00:00,600,0
874,05:00:00,22:00:00,1800,0
875,05:00:00,22:00:00,1800,0
876,05:00:00,22:00:00,1200,0
877,05:00:00,22:00:00,1200,0
878,05:00:00,22:00:00,900,0
879,05:00:00,22:00:00,900,0
88,05:00:00,07:00:00,2400,0
88,07:00:00,09:00:00,1800,0
88,09:00:00,17:00:00,1080,0
88,17:00:00,20:00:00,1080,0
880,05:00:00,22:00:00,900,0
881,05:00:00,22:00:00,900,0
882,05:00:00,22:00:00,900,0
883,05:00:00,22:00:00,900,0
884,05:00:00,22:00:00,1200,0
885,05:00:00,22:00:00,1200,0
886,05:00:00,22:00:00,900,0
887,05:00:00,22:00:00,900,0
888,05:00:00,22:00:00,1800,0
889,05:00:00,22:00:00,1800,0
89,05:00:00,07:00:00,2400,0
89,07:00:00,09:00:00,1800,0
89,09:00:00,17:00:00,1080,0
89,17:00:00,20:00:00,1080,0
890,05:00:00,22:00:00,1200,0
891,05:00:00,22:00:00,1200,0
892,05:00:00,22:00:00,1800,0
893,05:00:00,22:00:00,1800,0
894,05:00:00,22:00:00,1800,0
895,05:00:00,22:00:00,1800,0
896,05:00:00,22:00:00,1200,0
897,05:00:00,22:00:00,1200,0
898,05:00:00,22:00:00,1200,0
899,05:00:00,22:00:00,1200,0
9,05:00:00,22:00:00,600,0
90,05:00:00,22:00:00,3600,0
900,05:00:00,22:00:00,600,0
901,05:00:00,22:00:00,600,0
902,05:00:00,22:00:00,1200,0
903,05:00:00,22:00:00,1200,0
904,05:00:00,22:00:00,900,0
905,05:00:00,22:00:00,900,0
906,05:00:00,22:00:00,1200,0
907,05:00:00,22:00:00,1200,0
908,05:00:00,22:00:00,1800,0
909,05:00:00,22:00:00,1800,0
91,05:00:00,22:00:00,3600,0
910,05:00:00,22:00:00,1800,0
911,05:00:00,22:00:00,1800,0
912,05:00:00,22:00:00,1800,0
913,05:00:00,22:00:00,1800,0
914,05:00:00,22:00:00,1800,0
915,05:00:00,22:00:00,1800,0
916,05:00:00,22:00:00,1800,0
917,05:00:00,22:00:00,1800,0
918,05:00:00,22:00:00,1800,0
919,05:00:00,22:00:00,1800,0
92,05:00:00,22:00:00,1800,0
920,05:00:00,22:00:00,1800,0
921,05:00:00,22:00:00,1800,0
922,05:00:00,22:00:00,1800,0
923,05:00:00,22:00:00,1800,0
924,05:00:00,22:00:00,1800,0
925,05:00:00,22:00:00,1800,0
926,05:00:00,22:00:00,1800,0
927,05:00:00,22:00:00,1800,0
928,05:00:00,22:00:00,600,0
929,05:00:00,22:00:00,600,0
93,05:00:00,22:00:00,1800,0
930,05:00:00,22:00:00,1800,0
931,05:00:00,22:00:00,1800,0
932,05:00:00,22:00:00,900,0
933,05:00:00,22:00:00,900,0
934,05:00:00,22:00:00,900,0
935,05:00:00,22:00:00,900,0
936,05:00:00,22:00:00,900,0
937,05:00:00,22:00:00,900,0
938,05:00:00,22:00:00,900,0
939,05:00:00,22:00:00,900,0
94,05:00:00,22:00:00,1200,0
940,05:00:00,22:00:00,600,0
941,05:00:00,22:00:00,600,0
942,05:00:00,22:00:00,900,0
943,05:00:00,22:00:00,900,0
944,05:00:00,22:00:00,1800,0
945,05:00:00,22:00:00,1800,0
946,05:00:00,22:00:00,1800,0
947,05:00:00,22:00:00,1800,0
948,05:00:00,22:00:00,1200,0
949,05:00:00,22:00:00,1200,0
95,05:00:00,22:00:00,1200,0
950,05:00:00,22:00:00,1200,0
951,05:00:00,22:00:00,1200,0
952,05:00:00,22:00:00,1200,0
953,05:00:00,22:00:00,1200,0
954,05:00:00,22:00:00,600,0
955,05:00:00,22:00:00,600,0
956,05:00:00,22:00:00,900,0
957,05:00:00,22:00:00,900,0
958,05:00:00,22:00:00,1800,0
959,05:00:00,22:00:00,1800,0
96,05:00:00,22:00:00,900,0
960,05:00:00,22:00:00,900,0
961,05:00:00,22:00:00,900,0
962,05:00:00,22:00:00,1800,0
963,05:00:00,22:00:00,1800,0
964,05:00:00,22:00:00,1800,0
965,05:00:00,22:00:00,1800,0
966,05:00:00,22:00:00,1800,0
967,05:00:00,22:00:00,1800,0
968,05:00:00,22:00:00,1800,0
969,05:00:00,22:00:00,1800,0
97,05:00:00,22:00:00,900,0
970,05:00:00,22:00:00,1800,0
971,05:00:00,22:00:00,1800,0
972,05:00:00,22:00:00,1800,0
973,05:00:00,22:00:00,1800,0
974,05:00:00,22:00:00,1200,0
975,05:00:00,22:00:00,1200,0
976,05:00:00,22:00:00,1800,0
977,05:00:00,22:00:00,1800,0
978,05:00:00,22:00:00,1200,0
979,05:00:00,22:00:00,1200,0
98,05:00:00,22:00:00,900,0
99,05:00:00,22:00:00,900,0
