trip_id,stop_id,stop_sequence,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,timepoint
0,node/10591673049,7,07:49:56,07:49:56,,,,,,0
0,node/10591673050,6,07:45:08,07:45:08,,,,,,0
0,node/10591673051,4,07:38:38,07:38:38,,,,,,0
0,node/10855579565,3,07:37:14,07:37:14,,,,,,0
0,node/10863748340,11,08:00:00,08:00:00,,,,,,0
0,node/10863748341,10,07:56:10,07:56:10,,,,,,0
0,node/6899034707,8,07:51:23,07:51:23,,,,,,0
0,node/6899034708,5,07:42:18,07:42:18,,,,,,0
0,node/6899034709,2,07:36:02,07:36:02,,,,,,0
0,node/9271804739,9,07:55:17,07:55:17,,,,,,0
0,node/9271804742,1,06:00:00,06:00:00,,,,,,0
1,node/10556365498,3,06:13:55,06:13:55,,,,,,0
1,node/10556365499,2,06:09:27,06:09:27,,,,,,0
1,node/10855579564,5,06:21:40,06:21:40,,,,,,0
1,node/10856637709,9,08:00:00,08:00:00,,,,,,0
1,node/10863014856,7,06:54:30,06:54:30,,,,,,0
1,node/10863748338,4,06:17:02,06:17:02,,,,,,0
1,node/10863748339,1,06:00:00,06:00:00,,,,,,0
1,node/6899053347,8,07:00:12,07:00:12,,,,,,0
1,node/6899053348,6,06:23:21,06:23:21,,,,,,0
10,node/6903268820,1,06:00:00,06:00:00,,,,,,0
10,node/6903397404,7,06:18:36,06:18:36,,,,,,0
10,node/6903397405,6,06:17:18,06:17:18,,,,,,0
10,node/6903397406,5,06:16:21,06:16:21,,,,,,0
10,node/6903397407,4,06:14:04,06:14:04,,,,,,0
10,node/6903504058,2,06:10:39,06:10:39,,,,,,0
10,node/6903504060,3,06:12:52,06:12:52,,,,,,0
10,node/9340348210,8,06:20:00,06:20:00,,,,,,0
100,node/10300373052,6,06:40:15,06:40:15,,,,,,0
100,node/10300817837,5,06:34:43,06:34:43,,,,,,0
100,node/10314834898,10,07:31:54,07:31:54,,,,,,0
100,node/10314834902,8,07:22:28,07:22:28,,,,,,0
100,node/10537894026,11,07:37:52,07:37:52,,,,,,0
100,node/10537894027,9,07:27:52,07:27:52,,,,,,0
100,node/10537894031,7,06:51:52,06:51:52,,,,,,0
100,node/6902868224,2,06:12:21,06:12:21,,,,,,0
100,node/6902868225,3,06:18:51,06:18:51,,,,,,0
100,node/6902868226,4,06:26:00,06:26:00,,,,,,0
100,node/7082269148,1,06:00:00,06:00:00,,,,,,0
100,node/9289796144,13,08:00:00,08:00:00,,,,,,0
100,node/9289796145,12,07:47:02,07:47:02,,,,,,0
101,node/10314834897,2,06:26:31,06:26:31,,,,,,0
101,node/10314834899,3,06:30:18,06:30:18,,,,,,0
101,node/10314834900,4,06:36:30,06:36:30,,,,,,0
101,node/10537894022,1,06:00:00,06:00:00,,,,,,0
101,node/10537894028,5,06:44:27,06:44:27,,,,,,0
101,node/6902638988,11,07:53:40,07:53:40,,,,,,0
101,node/6902638989,10,07:46:14,07:46:14,,,,,,0
101,node/6902638990,8,07:32:32,07:32:32,,,,,,0
101,node/6902638991,7,07:24:04,07:24:04,,,,,,0
101,node/6902638992,6,07:18:31,07:18:31,,,,,,0
101,node/6902638996,9,07:38:45,07:38:45,,,,,,0
101,node/7082269144,12,08:00:00,08:00:00,,,,,,0
102,node/7077860798,6,06:33:07,06:33:07,,,,,,0
102,node/7078209300,7,06:35:00,06:35:00,,,,,,0
102,node/7078209301,5,06:25:52,06:25:52,,,,,,0
102,node/7078209302,4,06:19:23,06:19:23,,,,,,0
102,node/7078209303,3,06:11:00,06:11:00,,,,,,0
102,node/7078209304,2,06:09:23,06:09:23,,,,,,0
102,node/7078209306,1,06:00:00,06:00:00,,,,,,0
103,node/7077860791,5,06:30:00,06:30:00,,,,,,0
103,node/7077860792,4,06:29:24,06:29:24,,,,,,0
103,node/7078209296,3,06:29:00,06:29:00,,,,,,0
103,node/7078209297,2,06:26:02,06:26:02,,,,,,0
103,node/7078209298,1,06:00:00,06:00:00,,,,,,0
104,node/7054787071,10,06:59:11,06:59:11,,,,,,0
104,node/7054787072,9,06:58:03,06:58:03,,,,,,0
104,node/7054787074,7,06:32:10,06:32:10,,,,,,0
104,node/7054917922,6,06:29:17,06:29:17,,,,,,0
104,node/7056730283,1,06:00:00,06:00:00,,,,,,0
104,node/7071584256,8,06:33:20,06:33:20,,,,,,0
104,node/7076835397,5,06:28:19,06:28:19,,,,,,0
104,node/7078209300,11,07:00:00,07:00:00,,,,,,0
104,node/7078451679,4,06:22:20,06:22:20,,,,,,0
104,node/7078451680,3,06:12:44,06:12:44,,,,,,0
104,node/7078451681,2,06:05:13,06:05:13,,,,,,0
105,node/7055696176,10,07:23:01,07:23:01,,,,,,0
105,node/7055696178,9,07:17:57,07:17:57,,,,,,0
105,node/7056730266,12,07:30:00,07:30:00,,,,,,0
105,node/7056730268,11,07:24:58,07:24:58,,,,,,0
105,node/7071584255,1,06:00:00,06:00:00,,,,,,0
105,node/7078451669,8,07:08:40,07:08:40,,,,,,0
105,node/7078451670,7,07:05:15,07:05:15,,,,,,0
105,node/7078451671,6,07:01:19,07:01:19,,,,,,0
105,node/7078451672,5,06:59:40,06:59:40,,,,,,0
105,node/7078451673,4,06:49:18,06:49:18,,,,,,0
105,node/7078451674,3,06:34:55,06:34:55,,,,,,0
105,node/7078451675,2,06:33:22,06:33:22,,,,,,0
106,node/10589324385,34,07:58:44,07:58:44,,,,,,0
106,node/10589324386,28,07:50:00,07:50:00,,,,,,0
106,node/10589324387,27,07:49:23,07:49:23,,,,,,0
106,node/10589324388,24,07:44:03,07:44:03,,,,,,0
106,node/10593702271,12,07:23:02,07:23:02,,,,,,0
106,node/10602193443,20,07:38:51,07:38:51,,,,,,0
106,node/10836754149,26,07:48:22,07:48:22,,,,,,0
106,node/10856127546,32,07:56:53,07:56:53,,,,,,0
106,node/10856127547,30,07:53:55,07:53:55,,,,,,0
106,node/10856201514,3,06:09:56,06:09:56,,,,,,0
106,node/7052366510,35,08:00:00,08:00:00,,,,,,0
106,node/7052366513,25,07:46:12,07:46:12,,,,,,0
106,node/7052366514,22,07:41:22,07:41:22,,,,,,0
106,node/7052366515,19,07:37:29,07:37:29,,,,,,0
106,node/7052366516,18,07:35:41,07:35:41,,,,,,0
106,node/7052366517,16,07:33:14,07:33:14,,,,,,0
106,node/7052366518,15,07:31:12,07:31:12,,,,,,0
106,node/7052366519,14,07:29:54,07:29:54,,,,,,0
106,node/7052366521,13,07:24:50,07:24:50,,,,,,0
106,node/7052366522,11,07:22:00,07:22:00,,,,,,0
106,node/7052366523,9,07:15:34,07:15:34,,,,,,0
106,node/7054917918,5,07:04:10,07:04:10,,,,,,0
106,node/7076942292,1,06:00:00,06:00:00,,,,,,0
106,node/7078451674,7,07:09:12,07:09:12,,,,,,0
106,node/7078451675,6,07:06:49,07:06:49,,,,,,0
106,node/7082416540,31,07:56:24,07:56:24,,,,,,0
106,node/7082416541,29,07:53:11,07:53:11,,,,,,0
106,node/7082416542,17,07:33:47,07:33:47,,,,,,0
106,node/7082416543,10,07:16:33,07:16:33,,,,,,0
106,node/7098748068,4,06:15:27,06:15:27,,,,,,0
106,node/7098748070,2,06:06:08,06:06:08,,,,,,0
106,node/7873450786,21,07:40:10,07:40:10,,,,,,0
106,node/7876023217,23,07:42:44,07:42:44,,,,,,0
106,node/7878542187,33,07:57:21,07:57:21,,,,,,0
106,node/7888148152,8,07:11:04,07:11:04,,,,,,0
107,node/10589324382,12,06:17:21,06:17:21,,,,,,0
107,node/10589324383,10,06:14:27,06:14:27,,,,,,0
107,node/10589324384,2,06:02:07,06:02:07,,,,,,0
107,node/10741112447,8,06:10:45,06:10:45,,,,,,0
107,node/10856637709,30,08:00:00,08:00:00,,,,,,0
107,node/10861341108,5,06:05:45,06:05:45,,,,,,0
107,node/7052366501,29,07:58:10,07:58:10,,,,,,0
107,node/7052366502,27,07:40:02,07:40:02,,,,,,0
107,node/7052366503,26,07:35:58,07:35:58,,,,,,0
107,node/7052366505,20,06:28:01,06:28:01,,,,,,0
107,node/7052366506,17,06:24:32,06:24:32,,,,,,0
107,node/7052366507,14,06:19:49,06:19:49,,,,,,0
107,node/7055596701,28,07:44:18,07:44:18,,,,,,0
107,node/7055596704,9,06:12:43,06:12:43,,,,,,0
107,node/7055596705,6,06:06:28,06:06:28,,,,,,0
107,node/7082416533,24,06:49:52,06:49:52,,,,,,0
107,node/7082416534,22,06:48:10,06:48:10,,,,,,0
107,node/7082416534,23,06:48:10,06:48:10,,,,,,0
107,node/7082416536,13,06:18:27,06:18:27,,,,,,0
107,node/7082416538,4,06:04:46,06:04:46,,,,,,0
107,node/7082416539,1,06:00:00,06:00:00,,,,,,0
107,node/7844053285,16,06:22:41,06:22:41,,,,,,0
107,node/7873450686,19,06:27:24,06:27:24,,,,,,0
107,node/7873450785,15,06:21:33,06:21:33,,,,,,0
107,node/7876023212,18,06:25:32,06:25:32,,,,,,0
107,node/7876023214,11,06:16:06,06:16:06,,,,,,0
107,node/7876057940,7,06:09:43,06:09:43,,,,,,0
107,node/7878542186,3,06:02:48,06:02:48,,,,,,0
107,node/7902877638,21,06:45:58,06:45:58,,,,,,0
107,node/9229594145,25,07:30:21,07:30:21,,,,,,0
108,node/7076942286,9,06:51:03,06:51:03,,,,,,0
108,node/7076942287,8,06:47:59,06:47:59,,,,,,0
108,node/7076942288,7,06:46:15,06:46:15,,,,,,0
108,node/7076942289,5,06:44:43,06:44:43,,,,,,0
108,node/7076942291,2,06:34:54,06:34:54,,,,,,0
108,node/7076942292,1,06:00:00,06:00:00,,,,,,0
108,node/7082468472,23,07:10:00,07:10:00,,,,,,0
108,node/7082468474,22,07:08:35,07:08:35,,,,,,0
108,node/7082468475,21,07:06:50,07:06:50,,,,,,0
108,node/7082468476,20,07:05:46,07:05:46,,,,,,0
108,node/7082468477,19,07:04:03,07:04:03,,,,,,0
108,node/7082468478,18,07:03:20,07:03:20,,,,,,0
108,node/7082468479,17,07:02:39,07:02:39,,,,,,0
108,node/7082468480,16,07:01:37,07:01:37,,,,,,0
108,node/7082468481,15,07:00:10,07:00:10,,,,,,0
108,node/7082468482,14,06:57:57,06:57:57,,,,,,0
108,node/7082468483,13,06:57:37,06:57:37,,,,,,0
108,node/7082468484,12,06:55:31,06:55:31,,,,,,0
108,node/7082486685,11,06:55:17,06:55:17,,,,,,0
108,node/7082486686,10,06:51:17,06:51:17,,,,,,0
108,node/7082486688,6,06:45:46,06:45:46,,,,,,0
108,node/7082486689,3,06:38:39,06:38:39,,,,,,0
108,node/7082486690,4,06:41:01,06:41:01,,,,,,0
109,node/7052366501,24,07:19:35,07:19:35,,,,,,0
109,node/7052366502,22,07:10:24,07:10:24,,,,,,0
109,node/7052366503,21,07:08:20,07:08:20,,,,,,0
109,node/7055596701,23,07:12:33,07:12:33,,,,,,0
109,node/7055717187,16,06:26:21,06:26:21,,,,,,0
109,node/7055717188,15,06:23:58,06:23:58,,,,,,0
109,node/7055717189,14,06:22:47,06:22:47,,,,,,0
109,node/7055717190,13,06:20:57,06:20:57,,,,,,0
109,node/7055717191,12,06:16:24,06:16:24,,,,,,0
109,node/7055717192,9,06:13:24,06:13:24,,,,,,0
109,node/7055717193,7,06:08:57,06:08:57,,,,,,0
109,node/7055717194,4,06:03:48,06:03:48,,,,,,0
109,node/7055717195,1,06:00:00,06:00:00,,,,,,0
109,node/7076942292,25,07:25:00,07:25:00,,,,,,0
109,node/7079601690,20,06:45:28,06:45:28,,,,,,0
109,node/7079601693,17,06:30:00,06:30:00,,,,,,0
109,node/7082468461,19,06:36:15,06:36:15,,,,,,0
109,node/7082468462,18,06:34:53,06:34:53,,,,,,0
109,node/7082468463,11,06:16:06,06:16:06,,,,,,0
109,node/7082468464,10,06:14:30,06:14:30,,,,,,0
109,node/7082468466,8,06:11:02,06:11:02,,,,,,0
109,node/7082468467,6,06:08:18,06:08:18,,,,,,0
109,node/7082468468,5,06:07:22,06:07:22,,,,,,0
109,node/7082468470,3,06:02:35,06:02:35,,,,,,0
109,node/7082468471,2,06:01:51,06:01:51,,,,,,0
11,node/6902638988,7,06:27:06,06:27:06,,,,,,0
11,node/6903268819,8,06:30:00,06:30:00,,,,,,0
11,node/6903397403,1,06:00:00,06:00:00,,,,,,0
11,node/6903406997,6,06:15:55,06:15:55,,,,,,0
11,node/6903406998,5,06:13:31,06:13:31,,,,,,0
11,node/6903504059,4,06:10:10,06:10:10,,,,,,0
11,node/6903504061,3,06:08:44,06:08:44,,,,,,0
11,node/6903504062,2,06:05:21,06:05:21,,,,,,0
110,node/7052162373,5,06:59:49,06:59:49,,,,,,0
110,node/7052994966,15,07:31:24,07:31:24,,,,,,0
110,node/7052994967,14,07:30:12,07:30:12,,,,,,0
110,node/7052994968,13,07:26:44,07:26:44,,,,,,0
110,node/7083105177,1,06:00:00,06:00:00,,,,,,0
110,node/7083105180,12,07:23:52,07:23:52,,,,,,0
110,node/7083105181,11,07:22:46,07:22:46,,,,,,0
110,node/7083105182,10,07:21:04,07:21:04,,,,,,0
110,node/7083105183,9,07:18:47,07:18:47,,,,,,0
110,node/7083105184,8,07:17:17,07:17:17,,,,,,0
110,node/7083115485,7,07:15:12,07:15:12,,,,,,0
110,node/7083115486,6,07:05:26,07:05:26,,,,,,0
110,node/7083115487,4,06:54:49,06:54:49,,,,,,0
110,node/7083115488,3,06:42:38,06:42:38,,,,,,0
110,node/7083115489,2,06:41:01,06:41:01,,,,,,0
110,node/7834873584,16,07:35:00,07:35:00,,,,,,0
111,node/6903544088,4,06:26:46,06:26:46,,,,,,0
111,node/7083105177,5,06:30:00,06:30:00,,,,,,0
111,node/7083105178,3,06:03:15,06:03:15,,,,,,0
111,node/7083105179,2,06:01:51,06:01:51,,,,,,0
111,node/7834873584,1,06:00:00,06:00:00,,,,,,0
112,node/10568343034,51,07:56:06,07:56:06,,,,,,0
112,node/10568343035,44,07:50:13,07:50:13,,,,,,0
112,node/10568343036,28,07:13:53,07:13:53,,,,,,0
112,node/10568343037,24,07:08:16,07:08:16,,,,,,0
112,node/10568343038,23,07:06:21,07:06:21,,,,,,0
112,node/10568343039,18,06:55:53,06:55:53,,,,,,0
112,node/10568343041,14,06:50:20,06:50:20,,,,,,0
112,node/10570021089,6,06:37:54,06:37:54,,,,,,0
112,node/10570021091,34,07:31:03,07:31:03,,,,,,0
112,node/10574065355,8,06:41:46,06:41:46,,,,,,0
112,node/10600797393,7,06:39:34,06:39:34,,,,,,0
112,node/10608601646,50,07:55:08,07:55:08,,,,,,0
112,node/10608601647,36,07:32:28,07:32:28,,,,,,0
112,node/10608601650,26,07:10:20,07:10:20,,,,,,0
112,node/10608601652,21,07:01:05,07:01:05,,,,,,0
112,node/10608601653,19,06:56:43,06:56:43,,,,,,0
112,node/10608601654,16,06:51:57,06:51:57,,,,,,0
112,node/10608601656,15,06:51:04,06:51:04,,,,,,0
112,node/10608601657,5,06:36:54,06:36:54,,,,,,0
112,node/10855955005,11,06:47:08,06:47:08,,,,,,0
112,node/10863322859,42,07:48:45,07:48:45,,,,,,0
112,node/10863322860,38,07:36:39,07:36:39,,,,,,0
112,node/10863322861,35,07:31:36,07:31:36,,,,,,0
112,node/7051811087,3,06:21:33,06:21:33,,,,,,0
112,node/7051811088,2,06:11:17,06:11:17,,,,,,0
112,node/7052162371,48,07:53:44,07:53:44,,,,,,0
112,node/7052162372,45,07:51:04,07:51:04,,,,,,0
112,node/7052162373,22,07:04:11,07:04:11,,,,,,0
112,node/7057184309,43,07:49:04,07:49:04,,,,,,0
112,node/7057184310,41,07:44:57,07:44:57,,,,,,0
112,node/7057184311,40,07:42:05,07:42:05,,,,,,0
112,node/7057184312,32,07:27:04,07:27:04,,,,,,0
112,node/7057184313,31,07:24:59,07:24:59,,,,,,0
112,node/7057184314,30,07:17:44,07:17:44,,,,,,0
112,node/7057184315,29,07:16:22,07:16:22,,,,,,0
112,node/7057184316,27,07:11:27,07:11:27,,,,,,0
112,node/7057184317,25,07:09:24,07:09:24,,,,,,0
112,node/7057184319,12,06:47:43,06:47:43,,,,,,0
112,node/7083115487,20,06:58:36,06:58:36,,,,,,0
112,node/7083115488,10,06:45:00,06:45:00,,,,,,0
112,node/7083115489,9,06:43:12,06:43:12,,,,,,0
112,node/7083153384,52,07:57:56,07:57:56,,,,,,0
112,node/7083191185,46,07:51:37,07:51:37,,,,,,0
112,node/7083191187,39,07:38:31,07:38:31,,,,,,0
112,node/7083191190,17,06:55:16,06:55:16,,,,,,0
112,node/7083191191,1,06:00:00,06:00:00,,,,,,0
112,node/7098748078,53,08:00:00,08:00:00,,,,,,0
112,node/7098748079,49,07:54:35,07:54:35,,,,,,0
112,node/7098748080,47,07:52:20,07:52:20,,,,,,0
112,node/7098748081,37,07:35:14,07:35:14,,,,,,0
112,node/7098748082,33,07:28:40,07:28:40,,,,,,0
112,node/7098748083,13,06:49:18,06:49:18,,,,,,0
112,node/7098748084,4,06:30:31,06:30:31,,,,,,0
113,node/10295758266,3,06:01:58,06:01:58,,,,,,0
113,node/10295758303,2,06:00:24,06:00:24,,,,,,0
113,node/10570021088,44,07:22:46,07:22:46,,,,,,0
113,node/10570021090,43,07:21:46,07:21:46,,,,,,0
113,node/10570021092,20,06:28:39,06:28:39,,,,,,0
113,node/10570021093,15,06:21:19,06:21:19,,,,,,0
113,node/10570021094,11,06:09:54,06:09:54,,,,,,0
113,node/10570021095,8,06:07:46,06:07:46,,,,,,0
113,node/10574007004,47,07:45:56,07:45:56,,,,,,0
113,node/10575294649,41,07:17:52,07:17:52,,,,,,0
113,node/10608601642,9,06:08:13,06:08:13,,,,,,0
113,node/10608601645,5,06:04:51,06:04:51,,,,,,0
113,node/10608601649,26,06:45:29,06:45:29,,,,,,0
113,node/10608601651,32,06:57:33,06:57:33,,,,,,0
113,node/10608601655,36,07:07:32,07:07:32,,,,,,0
113,node/10856019040,48,07:48:07,07:48:07,,,,,,0
113,node/10856019041,45,07:27:45,07:27:45,,,,,,0
113,node/10863322856,30,06:53:30,06:53:30,,,,,,0
113,node/10863322857,19,06:28:00,06:28:00,,,,,,0
113,node/10863322858,16,06:23:14,06:23:14,,,,,,0
113,node/7052162361,33,07:01:22,07:01:22,,,,,,0
113,node/7052162362,28,06:50:38,06:50:38,,,,,,0
113,node/7052162363,27,06:47:47,06:47:47,,,,,,0
113,node/7052162364,23,06:35:06,06:35:06,,,,,,0
113,node/7052162365,14,06:17:52,06:17:52,,,,,,0
113,node/7052162366,13,06:15:08,06:15:08,,,,,,0
113,node/7052162367,10,06:09:03,06:09:03,,,,,,0
113,node/7052162369,7,06:06:13,06:06:13,,,,,,0
113,node/7052340403,46,07:37:38,07:37:38,,,,,,0
113,node/7057184298,42,07:20:04,07:20:04,,,,,,0
113,node/7057184299,40,07:16:49,07:16:49,,,,,,0
113,node/7057184300,39,07:14:56,07:14:56,,,,,,0
113,node/7057184301,31,06:55:27,06:55:27,,,,,,0
113,node/7057184303,25,06:43:37,06:43:37,,,,,,0
113,node/7057184305,22,06:32:42,06:32:42,,,,,,0
113,node/7057184306,21,06:30:49,06:30:49,,,,,,0
113,node/7083153373,49,07:52:49,07:52:49,,,,,,0
113,node/7083153374,38,07:13:02,07:13:02,,,,,,0
113,node/7083153375,37,07:10:09,07:10:09,,,,,,0
113,node/7083153376,35,07:04:42,07:04:42,,,,,,0
113,node/7083153377,34,07:02:57,07:02:57,,,,,,0
113,node/7083153378,17,06:24:50,06:24:50,,,,,,0
113,node/7083153379,12,06:11:10,06:11:10,,,,,,0
113,node/7083153380,6,06:05:16,06:05:16,,,,,,0
113,node/7083153381,4,06:03:56,06:03:56,,,,,,0
113,node/7098748071,50,08:00:00,08:00:00,,,,,,0
113,node/7098748074,29,06:52:45,06:52:45,,,,,,0
113,node/7098748075,24,06:42:11,06:42:11,,,,,,0
113,node/7098748076,18,06:27:09,06:27:09,,,,,,0
113,node/7098748077,1,06:00:00,06:00:00,,,,,,0
114,node/10588833496,11,06:15:52,06:15:52,,,,,,0
114,node/10588833497,9,06:14:48,06:14:48,,,,,,0
114,node/10588833498,8,06:14:22,06:14:22,,,,,,0
114,node/10589614488,22,06:23:26,06:23:26,,,,,,0
114,node/10589635488,21,06:23:10,06:23:10,,,,,,0
114,node/10836688908,29,06:27:38,06:27:38,,,,,,0
114,node/10836688909,26,06:25:30,06:25:30,,,,,,0
114,node/10836688910,3,06:06:36,06:06:36,,,,,,0
114,node/10836688911,2,06:04:36,06:04:36,,,,,,0
114,node/10855620535,1,06:00:00,06:00:00,,,,,,0
114,node/7055596713,23,06:24:00,06:24:00,,,,,,0
114,node/7055596714,20,06:22:35,06:22:35,,,,,,0
114,node/7055596715,19,06:21:16,06:21:16,,,,,,0
114,node/7055596716,18,06:20:44,06:20:44,,,,,,0
114,node/7055596717,13,06:17:25,06:17:25,,,,,,0
114,node/7055596718,7,06:13:34,06:13:34,,,,,,0
114,node/7055596719,4,06:08:49,06:08:49,,,,,,0
114,node/7083218805,33,06:30:00,06:30:00,,,,,,0
114,node/7083218805,34,06:30:00,06:30:00,,,,,,0
114,node/7083218806,31,06:28:40,06:28:40,,,,,,0
114,node/7083218807,28,06:27:19,06:27:19,,,,,,0
114,node/7083218808,27,06:26:25,06:26:25,,,,,,0
114,node/7083218809,24,06:24:30,06:24:30,,,,,,0
114,node/7083218810,17,06:19:41,06:19:41,,,,,,0
114,node/7083218811,15,06:18:34,06:18:34,,,,,,0
114,node/7083218811,16,06:18:34,06:18:34,,,,,,0
114,node/7083218812,14,06:18:07,06:18:07,,,,,,0
114,node/7083218813,12,06:16:37,06:16:37,,,,,,0
114,node/7083218814,10,06:15:05,06:15:05,,,,,,0
114,node/7083218815,6,06:11:16,06:11:16,,,,,,0
114,node/7084919712,25,06:25:14,06:25:14,,,,,,0
114,node/7084919714,5,06:10:14,06:10:14,,,,,,0
114,node/9275332378,32,06:29:24,06:29:24,,,,,,0
114,node/9275332379,30,06:28:04,06:28:04,,,,,,0
115,node/10588833499,20,06:11:13,06:11:13,,,,,,0
115,node/10588833500,18,06:10:10,06:10:10,,,,,,0
115,node/10588833501,17,06:09:24,06:09:24,,,,,,0
115,node/10588833502,14,06:07:40,06:07:40,,,,,,0
115,node/10589584334,8,06:03:39,06:03:39,,,,,,0
115,node/10589584335,7,06:03:07,06:03:07,,,,,,0
115,node/10589584336,6,06:02:40,06:02:40,,,,,,0
115,node/10589584337,4,06:01:43,06:01:43,,,,,,0
115,node/10836653666,28,06:18:15,06:18:15,,,,,,0
115,node/10836653667,23,06:12:35,06:12:35,,,,,,0
115,node/10836653668,5,06:02:05,06:02:05,,,,,,0
115,node/10836730163,30,06:20:35,06:20:35,,,,,,0
115,node/7083218788,32,06:25:00,06:25:00,,,,,,0
115,node/7083218789,31,06:24:26,06:24:26,,,,,,0
115,node/7083218790,29,06:18:49,06:18:49,,,,,,0
115,node/7083218791,27,06:16:50,06:16:50,,,,,,0
115,node/7083218792,26,06:16:11,06:16:11,,,,,,0
115,node/7083218793,25,06:15:34,06:15:34,,,,,,0
115,node/7083218794,22,06:12:06,06:12:06,,,,,,0
115,node/7083218795,21,06:11:36,06:11:36,,,,,,0
115,node/7083218796,19,06:10:57,06:10:57,,,,,,0
115,node/7083218797,16,06:08:50,06:08:50,,,,,,0
115,node/7083218798,13,06:07:00,06:07:00,,,,,,0
115,node/7083218799,12,06:06:11,06:06:11,,,,,,0
115,node/7083218800,11,06:05:38,06:05:38,,,,,,0
115,node/7083218801,3,06:01:14,06:01:14,,,,,,0
115,node/7083218802,1,06:00:00,06:00:00,,,,,,0
115,node/7084919708,15,06:08:13,06:08:13,,,,,,0
115,node/7875553958,10,06:04:25,06:04:25,,,,,,0
115,node/7967074792,24,06:14:35,06:14:35,,,,,,0
115,node/9275332375,9,06:03:51,06:03:51,,,,,,0
115,node/9275332376,2,06:00:52,06:00:52,,,,,,0
116,node/10588833496,12,06:17:08,06:17:08,,,,,,0
116,node/10588833497,10,06:16:00,06:16:00,,,,,,0
116,node/10588833498,9,06:15:31,06:15:31,,,,,,0
116,node/10589324386,31,06:31:16,06:31:16,,,,,,0
116,node/10589324387,30,06:31:03,06:31:03,,,,,,0
116,node/10589614488,22,06:25:17,06:25:17,,,,,,0
116,node/10589635488,21,06:25:01,06:25:01,,,,,,0
116,node/10836688909,26,06:27:32,06:27:32,,,,,,0
116,node/10836688910,3,06:07:07,06:07:07,,,,,,0
116,node/10836688911,2,06:04:58,06:04:58,,,,,,0
116,node/10836754149,29,06:30:41,06:30:41,,,,,,0
116,node/10855620535,1,06:00:00,06:00:00,,,,,,0
116,node/7055596707,36,06:35:00,06:35:00,,,,,,0
116,node/7055596709,35,06:34:19,06:34:19,,,,,,0
116,node/7055596711,28,06:29:52,06:29:52,,,,,,0
116,node/7055596712,27,06:27:59,06:27:59,,,,,,0
116,node/7055596713,23,06:25:54,06:25:54,,,,,,0
116,node/7055596714,20,06:24:23,06:24:23,,,,,,0
116,node/7055596715,19,06:22:57,06:22:57,,,,,,0
116,node/7055596716,18,06:22:23,06:22:23,,,,,,0
116,node/7055596717,14,06:18:48,06:18:48,,,,,,0
116,node/7055596718,7,06:14:38,06:14:38,,,,,,0
116,node/7055596719,4,06:09:30,06:09:30,,,,,,0
116,node/7083218794,8,06:14:58,06:14:58,,,,,,0
116,node/7083218809,24,06:26:27,06:26:27,,,,,,0
116,node/7083218810,17,06:21:16,06:21:16,,,,,,0
116,node/7083218811,16,06:20:03,06:20:03,,,,,,0
116,node/7083218812,15,06:19:34,06:19:34,,,,,,0
116,node/7083218813,13,06:17:57,06:17:57,,,,,,0
116,node/7083218814,11,06:16:17,06:16:17,,,,,,0
116,node/7083218815,6,06:12:09,06:12:09,,,,,,0
116,node/7084919711,34,06:33:46,06:33:46,,,,,,0
116,node/7084919712,25,06:27:14,06:27:14,,,,,,0
116,node/7084919714,5,06:11:02,06:11:02,,,,,,0
116,node/7855287162,33,06:33:17,06:33:17,,,,,,0
116,node/7876448804,32,06:32:18,06:32:18,,,,,,0
117,node/10588833499,25,06:18:48,06:18:48,,,,,,0
117,node/10588833500,23,06:17:34,06:17:34,,,,,,0
117,node/10588833501,22,06:16:39,06:16:39,,,,,,0
117,node/10588833502,19,06:14:37,06:14:37,,,,,,0
117,node/10589584334,13,06:09:54,06:09:54,,,,,,0
117,node/10589584335,12,06:09:17,06:09:17,,,,,,0
117,node/10589584336,11,06:08:44,06:08:44,,,,,,0
117,node/10741112447,7,06:04:34,06:04:34,,,,,,0
117,node/10741112448,4,06:01:43,06:01:43,,,,,,0
117,node/10741112449,2,06:00:36,06:00:36,,,,,,0
117,node/10836653666,33,06:27:04,06:27:04,,,,,,0
117,node/10836653667,28,06:20:24,06:20:24,,,,,,0
117,node/10836730163,35,06:29:48,06:29:48,,,,,,0
117,node/7055596705,5,06:02:59,06:02:59,,,,,,0
117,node/7055596706,1,06:00:00,06:00:00,,,,,,0
117,node/7083218788,37,06:35:00,06:35:00,,,,,,0
117,node/7083218789,36,06:34:20,06:34:20,,,,,,0
117,node/7083218790,34,06:27:43,06:27:43,,,,,,0
117,node/7083218791,32,06:25:24,06:25:24,,,,,,0
117,node/7083218792,31,06:24:38,06:24:38,,,,,,0
117,node/7083218793,30,06:23:55,06:23:55,,,,,,0
117,node/7083218794,27,06:19:50,06:19:50,,,,,,0
117,node/7083218795,26,06:19:14,06:19:14,,,,,,0
117,node/7083218796,24,06:18:29,06:18:29,,,,,,0
117,node/7083218797,21,06:16:00,06:16:00,,,,,,0
117,node/7083218798,18,06:13:50,06:13:50,,,,,,0
117,node/7083218799,17,06:12:53,06:12:53,,,,,,0
117,node/7083218800,16,06:12:14,06:12:14,,,,,,0
117,node/7084919708,20,06:15:16,06:15:16,,,,,,0
